No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
135,sonipat haryana india,450000,33,945,$0.13,1,38,https://www.olx.in/en-in/sonipat_g4058764/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
136,north goa panjim,450000,29,990,$0.18,3,41,https://www.olx.in/en-in/panaji_g4058676/jobs_c4,Panaji,Unknown,Unknown,Unknown,Panaji,Unknown,,,,1
137,mt 15 price,673000,40,945,$0.01,1,43,https://www.olx.in/en-in/kerala_g2001160/motorcycles_c81/q-mt15,Unknown,Kerala,India,South,Unknown,Unknown,,,,1
138,bulandshahr uttar pradesh,450000,28,1035,$0.12,1,31,https://www.olx.in/en-in/bulandshahr_g4059264,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
139,e scooter,368000,44,945,$0.15,95,76,https://www.olx.in/en-in/tamil-nadu_g2001173/scooters_c1413/q-scooter-electric,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
140,india karnal,450000,31,945,$0.13,1,32,https://www.olx.in/en-in/karnal_g4058754/motorcycles_c81,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
141,bangalore chickpet,450000,85,945,$0.03,5,49,https://www.olx.in/en-in/chickpet_g5313815/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
142,zirakpur zirakpur,450000,74,945,$0.06,2,33,https://www.olx.in/item/other-jobs-c65-full-time-in-vip-road-zirakpur-iid-1840371261,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
143,room near me,450000,4,43785,$0.27,38,54,https://www.olx.in/gujarat_g2001154/q-room-rent,Unknown,Gujarat,India,West,Unknown,Unknown,,,,1
144,tekken tekken 3,450000,36,945,$0.02,1,38,https://www.olx.in/item/sports-equipment-c100-tekken-3-gameb-ps2-in-kotwali-ganj-rampur-iid-1840375845,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
145,kurukshetra kurukshetra,450000,106,945,$0,1,47,https://www.olx.in/item/education-classes-c1429-skill-development-in-sector-13-kurukshetra-iid-1840347555,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
146,jawa 42 bobber,368000,22,1935,$0.03,3,43,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-jawa-42-bobber,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
147,innova crysta,450000,26,1215,$0.08,2,48,https://www.olx.in/cars_c84/q-innova-crysta,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
148,classic 350,368000,37,945,$0.07,1,48,https://www.olx.in/chennai_g4059162/motorcycles_c81/q-classic-350-classic,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
149,near me rooms,450000,22,2520,$0.25,38,62,https://www.olx.in/en-in/jaipur_g4059123/q-room-for-rent,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
150,rolex and watch,450000,39,945,$0.42,63,38,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
151,splendor,450000,25,1080,$0.01,1,61,https://www.olx.in/motorcycles_c81/q-splendor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
152,rooms near by me,450000,97,945,$0.26,36,58,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1000-sq-ft-in-sadpur-patna-iid-1840368073,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
153,nike shoe,450000,19,1935,$0.04,97,77,https://www.olx.in/men_c1793/q-nike-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
154,banashankari in bangalore,450000,71,945,$0.12,5,20,https://www.olx.in/bargur_g4400829/delivery-collection_c2205?page=7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
155,velachery in chennai,450000,109,945,$0.09,7,35,https://www.olx.in/item/hotel-travel-executive-c1439-full-time-in-velacheri-chennai-iid-1840377502,Chennai,Unknown,Unknown,Unknown,Chennai,Hotel,,,,1
156,karnal city,450000,76,945,$0,1,47,https://www.olx.in/en-in/karnal_g4058754/driver_c2206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
157,nike shoes,550000,39,945,$0.02,93,75,https://www.olx.in/men_c1793/q-nike-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
158,sultanpur u p,450000,36,945,$0.16,1,43,https://www.olx.in/en-in/sultanpur_g4059345/driver_c2206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
159,wrist watch rolex,450000,92,945,$0.53,64,33,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
160,watch rolex watch,550000,20,1935,$0.17,95,34,https://www.olx.in/en-in/delhi_g4058659/q-rolex-watches,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
161,shastri nagar,368000,16,4095,$0.13,3,48,https://www.olx.in/shastri-nagar_g5342620/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
162,tirunelveli,368000,28,1080,$0.36,2,31,https://www.olx.in/tirunelveli_g4059221/q-maruti-800,Tirunelveli,Unknown,Unknown,Unknown,Tirunelveli,Unknown,,,,1
163,krishnagiri town,450000,25,1215,$0.28,1,29,https://www.olx.in/en-in/krishnagiri_g4059182/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
164,jhansi in uttar pradesh,368000,109,945,$0.20,1,37,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1500-sq-ft-in-dadiyapura-jhansi-iid-1840281926,Jhansi,Unknown,Unknown,Unknown,Jhansi,Unknown,,,,1
165,nagar tilak,450000,66,945,$0.11,4,30,https://www.olx.in/item/other-jobs-c65-part-time-in-tilak-nagar-padrauna-iid-1840356043,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
166,pulsar 150,450000,16,4095,$0.03,5,49,https://www.olx.in/en-in/motorcycles_c81/q-pulsar-150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
167,sultanpur up india,450000,53,945,$0.16,1,34,https://www.olx.in/en-in/amethi-sultanpur-district_g4403393/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
168,xuv 700,550000,35,945,$0.61,5,49,https://www.olx.in/cars_c84/q-xuv700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
169,krishnagiri india,450000,46,945,$0.20,1,30,https://www.olx.in/en-in/krishnagiri_g4059182/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
170,jhansi up,368000,23,1485,$0,1,48,https://www.olx.in/en-in/jhansi_g4059292/jobs_c4,Jhansi,Unknown,Unknown,Unknown,Jhansi,Unknown,,,,1
171,nearby me room,450000,8,15210,$0.22,52,20,https://www.olx.in/en-in/ahmedabad_g4058677/q-room-rent,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
172,maharashtra mahabaleshwar,450000,45,945,$0.28,3,33,https://www.olx.in/en-in/mahabaleshwar_g4397787/motorcycles_c81,Mahabaleshwar,Unknown,Unknown,Unknown,Mahabaleshwar,Unknown,,,,1
173,rolex watch,450000,33,945,$0.12,56,58,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
174,coimbatore gandhipuram,450000,50,945,$0.40,5,49,https://www.olx.in/item/sales-marketing-c62-part-time-in-gandhipuram-coimbatore-iid-1840363756,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
175,n s 125,368000,16,2760,$0.01,5,25,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-bajaj-pulsar-ns-125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
176,rrb tamilnadu,368000,75,772,$0.07,1,27,https://www.olx.in/tamil-nadu_g2001173/books_c453/q-rrb,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
177,fridges,301000,18,2171,$0.11,98,90,https://www.olx.in/fridges_c1617,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
178,ather,246000,48,772,$0.11,35,45,https://www.olx.in/en-in/scooters_c1413?filter=make_eq_scooters-ather,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
179,jawa bikes,368000,26,993,$0.01,7,50,https://www.olx.in/motorcycles_c81/q-jawa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
180,up fatehpur,368000,18,2760,$0.09,1,22,https://www.olx.in/fatehpur_g4059276/lands-plots_c1729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
181,muvattupuzha,368000,31,772,$0,1,61,https://www.olx.in/en-in/muvattupuzha_g4395779/other-jobs_c65,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
182,swift,368000,50,772,$0.08,12,64,https://www.olx.in/cars_c84/q-swift,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
183,mobile phone mobile phone,368000,26,809,$0.02,93,86,https://www.olx.in/en-in/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
184,new delhi malviya nagar,368000,26,883,$0.10,3,22,https://www.olx.in/malviya-nagar_g5327968/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
185,sriperumbudur,368000,22,1582,$0,2,61,https://www.olx.in/en-in/sriperumbudur_g4401469/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
186,scooty,368000,11,7249,$0.01,5,62,https://www.olx.in/en-in/scooters_c1413,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
187,job,450000,51,772,$0.09,16,74,https://www.olx.in/en-in/bhubaneshwar_g4059049/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
188,honda cb350,301000,26,883,$0.10,1,48,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_honda-hness-cb350,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
189,range rover,368000,37,772,$2.18,14,52,https://www.olx.in/en-in/cars_c84/q-range-rover,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
190,phones cell phones,368000,28,846,$0.02,93,70,https://www.olx.in/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
191,haldwani uttarakhand india,368000,62,772,$0.23,2,19,https://www.olx.in/en-in/haldwani_g4059237,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
192,cost of a rolex watch,368000,36,772,$0.09,82,40,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
193,tata bike,368000,8,24251,$0.02,45,32,https://www.olx.in/tata-motors_g5325343/motorcycles_c81,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
194,swimming in pool,368000,74,772,$0.02,55,53,https://www.olx.in/item/sports-equipment-c100-big-size-swimming-pool-24-x-12-x-52-metal-frame-outdoor-pool-in-mango-jamshedpur-iid-1840381059,Jamshedpur,Unknown,Unknown,Unknown,Jamshedpur,Unknown,,,,1
195,swiggy instamart,368000,21,993,$0.04,14,52,https://www.olx.in/en-in/kochi_g4058873/delivery-collection_c2205/q-swiggy,Kochi,Unknown,Unknown,Unknown,Kochi,Unknown,,,,1
196,ns 125,368000,11,7249,$0.02,7,50,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-bajaj-pulsar-ns-125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
197,rolex wrist watch price,368000,39,772,$0.09,92,30,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
198,jharkhand deoghar,1300,28,846,$0,1,18,https://www.olx.in/en-in/deoghar_g4058785,Deoghar,Unknown,Unknown,Unknown,Deoghar,Unknown,,,,1
199,rolex watch cost,368000,43,772,$0.20,57,60,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
200,fridge,301000,9,12438,$0.08,96,89,https://www.olx.in/fridges_c1617,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
201,himalayan 450,368000,17,3348,$0.01,1,48,https://www.olx.in/en-in/motorcycles_c81/q-royale?filter=model_eq_royal-enfield-himalayan-450,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
202,bmw m4 car,165000,24,1582,$1.05,1,42,https://www.olx.in/cars_c84?filter=model_eq_bmw-m4-competition,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
203,rolex watch rate,368000,94,772,$0.10,97,32,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
204,rolex cost,301000,45,772,$0.19,56,65,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
205,cost of rolex watch,368000,35,772,$0.09,92,31,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
206,bannerghatta in bangalore,368000,102,772,$0.07,5,18,https://www.olx.in/en-in/item/data-entry-back-office-c1737-full-time-in-bannerghatta-main-road-bengaluru-iid-1840341228,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
207,baleno,301000,26,993,$0.09,11,64,https://www.olx.in/cars_c84/q-baleno,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
208,car wale,301000,22,993,$0.01,10,51,https://www.olx.in/en-in/jaipur_g4059123/cars_c84,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
209,rolex watch price,368000,48,772,$0.16,37,54,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
210,jawa bike,450000,27,846,$0.01,6,49,https://www.olx.in/motorcycles_c81/q-jawa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
211,hp notebook laptop,368000,43,772,$0.19,93,70,https://www.olx.in/hi-in/computers-laptops_c1505/q-hp-laptops-notebook,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
212,hf deluxe,368000,35,772,$0.01,1,48,https://www.olx.in/motorcycles_c81/q-hero-hf-deluxe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
213,sofa sets,368000,23,1214,$0.14,100,78,https://www.olx.in/en-in/sofa-dining_c1593,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
214,sofa set,450000,10,7249,$0.14,100,42,https://www.olx.in/en-in/sofa-dining_c1593,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
215,tvs jupiter,368000,18,2060,$0.02,8,50,https://www.olx.in/en-in/scooters_c1413/q-tvs-jupiter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
216,price of bmw m5 in india,368000,9,9420,$1.26,1,22,https://www.olx.in/cars_c84/q-bmw-m5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
217,jobs,450000,26,846,$0.09,16,56,https://www.olx.in/en-in/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
218,bmw m4,201000,33,772,$3.82,1,48,https://www.olx.in/cars_c84/q-bmw-m4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
219,ertiga,368000,19,2060,$0.06,7,63,https://www.olx.in/cars_c84/q-ertiga,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
220,duke 250,301000,21,1582,$0.06,2,48,https://www.olx.in/motorcycles_c81?filter=model_eq_ktm-250-duke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
221,district fatehpur up,368000,17,2760,$0.11,1,42,https://www.olx.in/fatehpur_g4059276/lands-plots_c1729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
222,price rolex,368000,47,772,$0.09,82,41,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
223,rolex watch and prices,368000,45,772,$0.09,92,35,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
224,inv,368000,101,772,$0.40,7,63,https://www.olx.in/item/acs-c1619-voltas-15-ton-inv-split-ac-regent-magnum-in-anand-vihar-delhi-iid-1840576782,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
225,hp laptop notebook,368000,27,846,$0.19,96,71,https://www.olx.in/en-in/computers-laptops_c1505/q-hp-laptops-notebook,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
226,house,368000,48,772,$0.70,1,72,https://www.olx.in/hyderabad_g4058526/for-sale-houses-apartments_c1725/q-house-for-sale?filter=type_eq_houses,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
227,kurti female,301000,77,772,$0.01,100,48,https://www.olx.in/item/women-c1795-kurti-for-ladies-in-malad-west-mumbai-iid-1840308161,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
228,activa 6g,246000,28,883,$0.01,4,49,https://www.olx.in/en-in/scooters_c1413/q-honda-activa-6g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
229,bmw m5 price in india,246000,12,5520,$2.87,2,35,https://www.olx.in/cars_c84/q-bmw-m5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
230,bmw bikes,368000,20,2060,$0.01,4,49,https://www.olx.in/motorcycles_c81?filter=make_eq_motorcycles-bmw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
231,manyavar,368000,39,772,$0.20,72,82,https://www.olx.in/en-in/sidhauli_g4403435/other-jobs_c65,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
232,rolex watches price,368000,39,772,$0.19,92,70,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
233,hunter 350 on road price,301000,20,1876,$0.02,5,36,https://www.olx.in/en-in/mumbai_g4058997/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-hunter-350,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
234,b t m layout bangalore,368000,46,772,$0.11,6,21,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-600-sq-ft-in-btm-layout-bengaluru-iid-1717752418,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
235,wrist watch rolex price,368000,29,772,$0.09,82,34,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
236,anand,368000,97,772,$0,1,61,https://www.olx.in/anand_g4058679/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
237,chhapra in bihar,368000,40,772,$0.06,1,25,https://www.olx.in/en-in/chapra_g4058623,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
238,car bmw m4,368000,38,772,$0.44,1,28,https://www.olx.in/cars_c84?filter=model_eq_bmw-m4-competition,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
239,alto k10,368000,23,1876,$0.05,13,51,https://www.olx.in/cars_c84/q-alto-k10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
240,yamaha bikes,301000,52,632,$0.01,3,48,https://www.olx.in/west-bengal_g2001177/q-yamaha-bikes,Unknown,West Bengal,India,East,Unknown,Unknown,,,,1
241,work opportunities near me,301000,15,2739,$0.15,1,22,https://www.olx.in/en-in/visakhapatnam_g4058593/jobs_c4,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Unknown,,,,1
242,kollam,246000,32,632,$0.14,2,61,https://www.olx.in/en-in/kollam_g4058875/properties_c3,Kollam,Unknown,Unknown,Unknown,Kollam,Unknown,,,,1
243,r15 v4,301000,26,812,$0.01,1,48,https://www.olx.in/en-in/kochi_g4058873/motorcycles_c81?filter=model_eq_yamaha-r15-v4,Kochi,Unknown,Unknown,Unknown,Kochi,Unknown,,,,1
244,rupees 200,301000,23,993,$0.01,2,25,https://www.olx.in/item/motorcycles-c81-used-bajaj-pulsar-rs-200-in-pune-vidyapith-pune-iid-1840336468,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
245,jobs career near me,301000,20,993,$0.13,1,32,https://www.olx.in/en-in/noida_g4059326/jobs_c4,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
246,innova high cross,246000,27,692,$0.08,3,43,https://www.olx.in/cars_c84?filter=model_eq_toyota-innova-hycross,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
247,macbook air laptop,301000,39,632,$0.06,90,50,https://www.olx.in/computers-laptops_c1505/q-macbook-air,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
248,eluru eluru,301000,28,722,$0.11,1,40,https://www.olx.in/en-in/eluru_g4058517/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
249,g wagon,368000,27,812,$0.59,3,48,https://www.olx.in/items/q-mercedes-benz-g-class,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
250,drone,368000,51,632,$0.02,91,88,https://www.olx.in/cameras-lenses_c1517/q-drone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
251,begumpet in hyderabad,301000,67,632,$0.11,5,27,https://www.olx.in/en-in/item/other-jobs-c65-full-time-in-begumpet-hyderabad-iid-1840243831,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
252,aprilia rs 457,246000,18,1775,$0.11,1,43,https://www.olx.in/motorcycles_c81?filter=model_eq_aprilia-rs-457,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
253,seiko watch,246000,32,632,$0.05,95,76,https://www.olx.in/men_c1793/q-seiko-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
254,rs 200,301000,5,29287,$0.03,1,28,https://www.olx.in/en-in/motorcycles_c81/q-bajaj-rs200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
255,rolex,368000,43,632,$0.22,32,70,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
256,kasauli kasauli,301000,99,632,$0.09,3,48,https://www.olx.in/kasauli_g4394417/for-rent-shops-offices_c1731,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
257,jobs near me,368000,2,91504,$0.09,1,65,https://www.olx.in/en-in/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
258,pg,301000,31,632,$0.04,3,64,https://www.olx.in/en-in/bengaluru_g4058803/pg-guest-houses_c1449,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
259,nike sneaker shoes mens,301000,25,722,$0.03,99,28,https://www.olx.in/men_c1793/q-nike-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
260,nike shoes for men,301000,19,1685,$0.02,96,63,https://www.olx.in/men_c1793/q-nike-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
261,n160,201000,24,993,$0.02,7,63,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-bajaj-pulsar-n160,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
262,dominar 400,301000,18,2257,$0.01,2,48,https://www.olx.in/en-in/motorcycles_c81/q-dominar-400,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
263,cbd belapur navi mumbai,301000,24,812,$0.12,4,24,https://www.olx.in/item/scooters-c1413-used-honda-activa-3g-in-cbd-belapur-navi-mumbai-iid-1840329778,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Unknown,,,,1
264,bhu j,246000,50,632,$0.23,1,59,https://www.olx.in/bhuj_g4058685,Bhuj,Unknown,Unknown,Unknown,Bhuj,Unknown,,,,1
265,employment opportunities near me,301000,5,29287,$0.15,1,31,https://www.olx.in/en-in/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
266,iphone xr,368000,11,4515,$0.02,81,72,https://www.olx.in/en-in/mobiles_c1411/q-iphone-xr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
267,iphone x r,301000,9,7705,$0.01,67,45,https://www.olx.in/en-in/mobiles_c1411/q-iphone-xr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
268,himalayan,301000,13,3401,$0.09,12,64,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-himalayan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
269,bikes honda unicorn,301000,21,1294,$0.02,1,25,https://www.olx.in/motorcycles_c81/q-unicorn,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
270,ktm duke 390,301000,28,692,$0.10,1,43,https://www.olx.in/motorcycles_c81/q-duke-390,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
271,venue,301000,56,632,$0.04,5,62,https://www.olx.in/tamil-nadu_g2001173/q-venue,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
272,shirts,301000,48,632,$0.07,98,90,https://www.olx.in/secunderabad_g4058576/men_c1793/q-shirts-shirts,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Unknown,,,,1
273,ktm duke 390 duke,301000,22,1294,$0.18,2,22,https://www.olx.in/motorcycles_c81/q-duke-390,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
274,jobs close to me,301000,6,19835,$0.15,1,80,https://www.olx.in/en-in/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
275,laptop price,368000,22,1294,$0.35,98,77,https://www.olx.in/en-in/computers-laptops_c1505/q-low-price-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
276,mobile phones of samsung,301000,41,632,$0.07,98,81,https://www.olx.in/mobile-phones_c1453?filter=make_eq_samsung,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
277,places of employment near me,301000,12,10173,$0.15,1,25,https://www.olx.in/guwahati_g4058604/jobs_c4,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
278,air conditioner portable ac,201000,30,632,$0.02,96,37,https://www.olx.in/ac_c1619/q-portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
