No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
2601,kalighat temple,201000,45,422.0,$0.27,3,48,https://www.tripadvisor.in/ShowUserReviews-g304558-d311671-r265382218-Dakshineswar_Kali_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2602,motihari india,201000,9,9426.0,$0.09,1,28,https://www.tripadvisor.in/Tourism-g2285300-Motihari_East_Champaran_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2603,national park corbett,201000,9,6793.0,$0.18,21,55,https://www.tripadvisor.in/Attraction_Review-g3997717-d8383183-Reviews-Jim_Corbett_National_Park-Ramnagar_West_Champaran_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2604,nagaland,246000,31,422.0,$0.34,1,68,https://www.tripadvisor.in/Attractions-g297659-Activities-Nagaland.html,Unknown,Unknown,Unknown,Unknown
2605,phu quoc,110000,9,13245.0,$0.08,4,49,https://www.tripadvisor.in/Tourism-g469418-Phu_Quoc_Island_Kien_Giang_Province-Vacations.html,Unknown,Unknown,Unknown,Unknown
2606,gulmarg j&k,165000,12,5145.0,$0.16,1,39,https://www.tripadvisor.in/Attractions-g317095-Activities-Gulmarg_Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Bar
2607,godhra in gujarat,246000,12,5145.0,$0.09,1,40,https://www.tripadvisor.in/Attractions-g1102826-Activities-Godhra_Panchmahal_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2608,ghazipur,201000,11,9426.0,$0,1,61,https://www.tripadvisor.in/Tourism-g12102340-Ghazipur_Ghazipur_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2609,hazaribagh jharkhand india,246000,8,13245.0,$0.04,1,26,https://www.tripadvisor.in/Attractions-g2287426-Activities-Hazaribagh_Hazaribagh_District_Jharkhand.html,Unknown,Unknown,Unknown,Unknown
2610,jaipur wtp,201000,8,6793.0,$0.03,1,24,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2611,air ticket indigo,201000,36,422.0,$0.10,50,55,https://www.tripadvisor.in/Airline_Review-d8729090-Reviews-IndiGo,Unknown,Unknown,Unknown,Unknown
2612,beach,201000,11,9426.0,$0.43,1,61,https://www.tripadvisor.in/Attractions-g297585-Activities-c61-t52-Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2613,yavatmal,201000,12,6793.0,$0,1,61,https://www.tripadvisor.in/Tourism-g778617-Yavatmal_Yavatmal_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2614,world trade park of jaipur,201000,7,13245.0,$0.02,1,25,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2615,vasai mh,165000,55,422.0,$0,4,49,https://www.tripadvisor.in/Tourism-g1982926-Vasai_Palghar_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2616,theatres near me,201000,11,3959.0,$0.04,5,44,https://www.tripadvisor.in/Attractions-g297615-Activities-c56-t97-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
2617,world trade mall jaipur,201000,8,6793.0,$0,2,35,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2618,waterfall jog,201000,5,32562.0,$0.04,1,27,https://www.tripadvisor.in/Attraction_Review-g1156205-d1206548-Reviews-Jog_Falls-Shimoga_Shimoga_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2619,virupaksha temple karnataka,201000,12,9426.0,$0.03,1,19,https://www.tripadvisor.in/Attraction_Review-g319725-d483004-Reviews-Virupaksha_Temple-Hampi_Bellary_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2620,parbhani maharashtra,165000,14,3015.0,$0,1,47,https://www.tripadvisor.in/Tourism-g2288620-Parbhani_Parbhani_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2621,mp khajuraho,201000,15,2271.0,$0.29,1,32,https://www.tripadvisor.in/Attractions-g297647-Activities-Khajuraho_Chhatarpur_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2622,raigarh india,201000,10,13245.0,$0.06,1,27,https://www.tripadvisor.in/Tourism-g1584833-Raigarh_Raigarh_District_Chhattisgarh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2623,hostels,201000,17,1507.0,$0.34,5,62,https://www.tripadvisor.in/Hotels-g304555-c3-zff26-Jaipur_Jaipur_District_Rajasthan-Hotels.html,Unknown,Unknown,Unknown,Hotel
2624,igatpuri,201000,5,32562.0,$0.13,1,61,https://www.tripadvisor.in/Attractions-g1156428-Activities-Igatpuri_Nashik_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2625,kozhikode kerala india,201000,10,6793.0,$0.47,1,28,https://www.tripadvisor.in/Attractions-g297635-Activities-Kozhikode_Kozhikode_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2626,khandwa madhya pradesh,165000,23,864.0,$0.12,1,37,https://www.tripadvisor.in/LocationPhotos-g12389657-Khandwa_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2627,kerala nilambur,201000,11,5145.0,$0.14,1,22,https://www.tripadvisor.in/Attractions-g2282388-Activities-Nilambur_Malappuram_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2628,kanpur central kanpur uttar pradesh,201000,106,422.0,$0.07,4,19,https://www.tripadvisor.in/RestaurantsNear-g667805-d4143613-Kanpur_Central_Station-Kanpur_Kanpur_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Restaurant
2629,jim corbett national parks,201000,9,6793.0,$0.19,28,47,https://www.tripadvisor.in/Attraction_Review-g3997717-d8383183-Reviews-Jim_Corbett_National_Park-Ramnagar_West_Champaran_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2630,jim corbett jim corbett,201000,9,6793.0,$0.19,28,59,https://www.tripadvisor.in/Attraction_Review-g3997717-d8383183-Reviews-Jim_Corbett_National_Park-Ramnagar_West_Champaran_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2631,darjeeling india weather,165000,36,422.0,$0.34,1,24,https://www.tripadvisor.in/Attractions-g304557-Activities-Darjeeling_Darjeeling_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2632,asansol india,201000,10,9426.0,$0.16,1,24,https://www.tripadvisor.in/Tourism-g1162529-Asansol_Bardhaman_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Bar
2633,burdwan in west bengal,201000,17,2271.0,$0.17,1,48,https://www.tripadvisor.in/Attractions-g1745275-Activities-Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2634,baramulla india,201000,11,6793.0,$0.01,1,39,https://www.tripadvisor.in/Tourism-g3359504-Baramulla_Baramulla_District_Kashmir_Jammu_and_Kashmir-Vacations.html,Unknown,Unknown,Unknown,Bar
2635,statue of equality,135000,13,3959.0,$0,2,18,https://www.tripadvisor.in/Attraction_Review-g297586-d24046460-Reviews-Statue_Of_Equality-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
2636,theni town,201000,8,13245.0,$0.13,1,40,https://www.tripadvisor.in/Attractions-g1603630-Activities-Theni_Theni_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2637,theni city,201000,10,13245.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1603630-Activities-Theni_Theni_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2638,lavasa city,165000,24,864.0,$0.08,3,48,https://www.tripadvisor.in/Tourism-g1436065-Lavasa_Pune_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2639,lajpat nagar market new delhi,201000,1,61104.0,$0.06,1,21,https://www.tripadvisor.in/Attraction_Review-g304551-d6496443-Reviews-Lajpat_Nagar_Central_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2640,modi nagar,201000,28,442.0,$0,1,48,https://www.tripadvisor.in/Attractions-g12346200-Activities-Modinagar_Ghaziabad_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2641,farrukhabad uttar pradesh,201000,25,482.0,$0.09,1,39,https://www.tripadvisor.in/Tourism-g8518012-Farrukhabad_Farukkhabad_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2642,haldia,201000,11,6793.0,$0.32,1,61,https://www.tripadvisor.in/Tourism-g1162536-Haldia_East_Midnapore_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Unknown
2643,wtp jaipur,201000,8,9426.0,$0,2,48,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2644,wtc jaipur,201000,15,1507.0,$0.03,1,20,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2645,shivpuri india,201000,9,13245.0,$0.08,1,42,https://www.tripadvisor.in/Attractions-g1156411-Activities-Shivpuri_Shivpuri_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2646,sg airline,201000,66,422.0,$0.15,24,71,https://www.tripadvisor.in/ShowUserReviews-g1-d8729151-r657249643-Singapore_Airlines-World.html,Unknown,Unknown,Unknown,Unknown
2647,thiruvalla,201000,7,19557.0,$0,1,61,https://www.tripadvisor.in/Attractions-g2235992-Activities-Thiruvalla_Pathanamthitta_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2648,surat gujarat,201000,12,5145.0,$0.17,2,48,https://www.tripadvisor.in/Tourism-g297612-Surat_Surat_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
2649,w t p jaipur,201000,10,5145.0,$0.03,3,24,https://www.tripadvisor.in/Attraction_Review-g304555-d6156733-Reviews-World_Trade_Park-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2650,wardha in maharashtra,201000,12,5145.0,$0.35,1,22,https://www.tripadvisor.in/Attractions-g2287546-Activities-Wardha_Wardha_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2651,parbhani india,201000,12,5145.0,$0.14,1,21,https://www.tripadvisor.in/Tourism-g2288620-Parbhani_Parbhani_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2652,ram temple ayodhya,201000,10,6793.0,$0.42,6,44,https://www.tripadvisor.in/Attraction_Review-g1985445-d21211151-Reviews-Ayodhya_Sri_Ram_Mandir-Ayodhya_Ayodhya_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2653,raigarh in chhattisgarh,165000,19,1507.0,$0.23,1,46,https://www.tripadvisor.in/Attractions-g12385772-Activities-Raigarh_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
2654,pubs close to me,201000,8,13245.0,$0.09,11,38,https://www.tripadvisor.in/Restaurants-g12392950-zfg11776-Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Restaurant
2655,pondicherry auroville,246000,10,9426.0,$0.16,5,49,https://www.tripadvisor.in/Attraction_Review-g1022761-d12250630-Reviews-Auroville-Auroville_Viluppuram_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2656,shivaji park dadar mumbai,165000,8,13245.0,$0.18,4,21,https://www.tripadvisor.in/Attraction_Review-g304554-d811527-Reviews-Shivaji_Park-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2657,roorkee iit,201000,25,482.0,$0.46,1,36,https://www.tripadvisor.in/Attraction_Review-g1602172-d10265180-Reviews-Indian_Institute_of_Technology_Roorkee-Roorkee_Haridwar_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2658,gujarat surat,201000,13,3015.0,$0.05,1,54,https://www.tripadvisor.in/Attractions-g297612-Activities-Surat_Surat_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2659,himachal pradesh mcleod ganj,201000,10,6793.0,$0.35,2,32,https://www.tripadvisor.in/Tourism-g1092107-McLeod_Ganj_Dharamsala_Kangra_District_Himachal_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2660,jog falls located,201000,9,19557.0,$0.04,1,22,https://www.tripadvisor.in/Attraction_Review-g1156205-d1206548-Reviews-Jog_Falls-Shimoga_Shimoga_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2661,jim corbett park india,201000,11,5145.0,$0.18,21,44,https://www.tripadvisor.in/Attraction_Review-g3997717-d8383183-Reviews-Jim_Corbett_National_Park-Ramnagar_West_Champaran_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2662,lavasa city pune,201000,24,864.0,$0.10,1,43,https://www.tripadvisor.in/Tourism-g1436065-Lavasa_Pune_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2663,latvia,90500,24,864.0,$0.18,1,59,https://www.tripadvisor.in/Tourism-g274960-Latvia-Vacations.html,Unknown,Unknown,Unknown,Unknown
2664,lake mansarovar,201000,13,3959.0,$0.08,4,32,https://www.tripadvisor.in/ShowUserReviews-g1221429-d1871187-r501824471-Lake_Manasarovar-Burang_County_Tibet.html,Unknown,Unknown,Unknown,Unknown
2665,kozhikode train station,201000,11,3015.0,$0.10,4,19,https://www.tripadvisor.in/Attraction_Review-g297635-d25462925-Reviews-Kozhikode_Main_Railway_Station-Kozhikode_Kozhikode_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2666,kozhikode india,165000,11,5145.0,$0.39,1,42,https://www.tripadvisor.in/Tourism-g297635-Kozhikode_Kozhikode_District_Kerala-Vacations.html,Unknown,Unknown,Unknown,Unknown
2667,kailash parbat,246000,14,3959.0,$0.15,1,48,https://www.tripadvisor.in/Restaurant_Review-g297586-d4414351-Reviews-Kailash_Parbat-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Restaurant
2668,mg road,165000,5,19557.0,$0.64,5,49,https://www.tripadvisor.in/Attraction_Review-g297628-d631365-Reviews-Mahatma_Gandhi_MG_Road-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2669,market lajpat nagar,201000,5,61104.0,$0.08,1,22,https://www.tripadvisor.in/Attraction_Review-g304551-d6496443-Reviews-Lajpat_Nagar_Central_Market-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2670,mansarovar,201000,58,422.0,$0.16,5,62,https://www.tripadvisor.in/Attraction_Review-g1221429-d1871189-Reviews-Manasarovar_Wetland-Burang_County_Tibet.html,Unknown,Unknown,Unknown,Unknown
2671,pachmarhi mp,9900,15,3959.0,$0.05,1,20,https://www.tripadvisor.in/Attraction_Review-g503699-d7010905-Reviews-Pachmarhi-Jabalpur_Jabalpur_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2672,bahraich uttar pradesh india,201000,15,2271.0,$0.04,1,35,https://www.tripadvisor.in/Tourism-g2322130-Bahraich_Bahraich_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2673,bahraich uttar pradesh,201000,12,6793.0,$0.04,1,46,https://www.tripadvisor.in/Tourism-g2322130-Bahraich_Bahraich_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2674,bagdogra airport siliguri,201000,38,422.0,$0.24,2,35,https://www.tripadvisor.in/AttractionsNear-g1421760-qIXB-Bagdogra_Darjeeling_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2675,asansol,201000,11,9426.0,$0,1,60,https://www.tripadvisor.in/Tourism-g1162529-Asansol_Bardhaman_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Bar
2676,alipur india,165000,4,32562.0,$0.07,3,24,https://www.tripadvisor.in/Tourism-g21139223-Alipur_National_Capital_Territory_of_Delhi-Vacations.html,Unknown,Unknown,Unknown,Unknown
2677,burdwan bardhaman,201000,14,3015.0,$0.17,1,34,https://www.tripadvisor.in/Tourism-g9456047-Burdwan_Bardhaman_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Bar
2678,belgaum,201000,10,9426.0,$0.18,1,61,https://www.tripadvisor.in/Tourism-g737165-Belgaum_Belgaum_District_Karnataka-Vacations.html,Unknown,Unknown,Unknown,Unknown
2679,candolim beach in north goa,201000,2,61104.0,$0.15,6,20,https://www.tripadvisor.in/Attraction_Review-g306993-d951184-Reviews-Candolim_Beach-Bardez_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Bar
2680,candolim beach goa india,201000,5,32562.0,$0.17,7,25,https://www.tripadvisor.in/Attraction_Review-g306993-d951184-Reviews-Candolim_Beach-Bardez_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Bar
2681,dalhousie,201000,9,13245.0,$0.17,1,61,https://www.tripadvisor.in/Attractions-g503693-Activities-Dalhousie_Chamba_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2682,chittorgarh fort rajasthan india,201000,10,9426.0,$0.03,4,30,https://www.tripadvisor.in/Attraction_Review-g303888-d320109-Reviews-Chittorgarh_Fort-Chittaurgarh_Chittorgarh_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2683,dera bassi mohali,201000,22,663.0,$0.15,5,19,https://www.tripadvisor.in/Restaurants-g3592220-Dera_Bassi_Punjab.html,Unknown,Unknown,Unknown,Restaurant
2684,mountain everest,201000,25,663.0,$0.43,1,47,https://www.tripadvisor.in/Attraction_Review-g424956-d320286-Reviews-Mount_Everest-Sagarmatha_National_Park_Sagarmatha_Zone_Eastern_Region.html,Unknown,Unknown,Unknown,Unknown
2685,motihari bihar,165000,52,422.0,$0,1,47,https://www.tripadvisor.in/Tourism-g2285300-Motihari_East_Champaran_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2686,manipur state,201000,24,663.0,$0,1,47,https://www.tripadvisor.in/Attractions-g297656-Activities-Manipur.html,Unknown,Unknown,Unknown,Unknown
2687,manipur india,201000,14,3015.0,$0,1,47,https://www.tripadvisor.in/Tourism-g297656-Manipur-Vacations.html,Unknown,Unknown,Unknown,Unknown
2688,nilambur malappuram,201000,11,6793.0,$0.16,1,25,https://www.tripadvisor.in/Attractions-g2282388-Activities-Nilambur_Malappuram_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2689,shivpuri madhya pradesh,201000,12,5145.0,$0.14,3,43,https://www.tripadvisor.in/Attractions-g1156411-Activities-Shivpuri_Shivpuri_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2690,sehore in mp,201000,20,1125.0,$0.07,1,39,https://www.tripadvisor.in/Tourism-g1936435-Sehore_Sehore_District_Madhya_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2691,sector 22 chandigarh,201000,51,422.0,$0.16,4,28,https://www.tripadvisor.in/Attraction_Review-g297596-d6584641-Reviews-Shastri_Market-Chandigarh.html,Unknown,Unknown,Unknown,Unknown
2692,ropar punjab india,201000,17,1507.0,$0.17,1,29,https://www.tripadvisor.in/Attractions-g2289067-Activities-Rupnagar_Rupnagarr_District_Punjab.html,Unknown,Unknown,Unknown,Unknown
2693,tarapur india,201000,9,9426.0,$0.12,1,31,https://www.tripadvisor.in/Tourism-g1602180-Tarapur_Palghar_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2694,statue of liberty,50,25,663.0,$0,6,15,https://www.tripadvisor.in/Attraction_Review-g60763-d103887-Reviews-Statue_of_Liberty-New_York_City_New_York.html,Unknown,Unknown,Unknown,Unknown
2695,theni,201000,11,9426.0,$0,1,60,https://www.tripadvisor.in/Attractions-g1603630-Activities-Theni_Theni_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2696,fort aguada candolim goa,201000,8,9426.0,$0.16,7,36,https://www.tripadvisor.in/Attraction_Review-g297604-d320076-Reviews-Fort_Aguada_Beach-Goa.html,Unknown,Unknown,Unknown,Unknown
2697,hostels hostels,201000,11,5145.0,$0.36,6,23,https://www.tripadvisor.in/HotelsList-India-Backpacker-Hostels-zfp10983744.html,Unknown,Unknown,Unknown,Hotel
2698,begusarai india,201000,5,19557.0,$0.15,1,41,https://www.tripadvisor.in/Tourism-g5869872-Begusarai_Begusarai_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2699,begusarai city,201000,52,422.0,$0,1,47,https://www.tripadvisor.in/Tourism-g5869872-Begusarai_Begusarai_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2700,baramulla city,135000,11,5145.0,$0,1,47,https://www.tripadvisor.in/Attractions-g12375054-Activities-Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Bar
2701,bar and pub near me,165000,5,32562.0,$0.07,4,23,https://www.tripadvisor.in/Restaurants-g2140594-zfg11776-Greater_Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Restaurant
2702,attraction places near me,201000,2,61104.0,$0.10,4,19,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2703,asansol west bengal india,201000,14,2271.0,$0.16,1,23,https://www.tripadvisor.in/Attractions-g1162529-Activities-Asansol_Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2704,burdwan wb,201000,22,1025.0,$0.17,1,46,https://www.tripadvisor.in/Tourism-g9456047-Burdwan_Bardhaman_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Bar
2705,link road,201000,17,1507.0,$0.14,5,26,https://www.tripadvisor.in/Attraction_Review-g304554-d2704522-Reviews-Linking_Road-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2706,kasaragod town,201000,8,13245.0,$0.17,1,38,https://www.tripadvisor.in/Attractions-g1809068-Activities-Kasaragod_Kasaragod_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2707,dera bassi,201000,16,1829.0,$0,5,49,https://www.tripadvisor.in/Restaurants-g3592220-Dera_Bassi_Punjab.html,Unknown,Unknown,Unknown,Restaurant
2708,chandratal lake,165000,6,32562.0,$0.14,1,47,https://www.tripadvisor.in/Attraction_Review-g3783101-d10720280-Reviews-Chandra_Taal_Lake-Lahaul_and_Spiti_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2709,etah india,201000,10,6793.0,$0.01,1,30,https://www.tripadvisor.in/Tourism-g9566175-Etah_Etah_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2710,shiva temple bangalore,201000,6,19557.0,$0.03,5,44,https://www.tripadvisor.in/Attraction_Review-g297628-d1219275-Reviews-Shivoham_Shiva_Temple-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2711,saputara,201000,6,32562.0,$0.07,1,60,https://www.tripadvisor.in/Attractions-g1156008-Activities-zft11306-Saputara_Dangs_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2712,subramanya temple karnataka,135000,9,13245.0,$0.15,1,42,https://www.tripadvisor.in/Attraction_Review-g1071658-d1204410-Reviews-Kukke_Shree_Subramanya_Temple-Subramanya_Dakshina_Kannada_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2713,south indian restaurants near me,201000,6,19557.0,$0.16,9,37,https://www.tripadvisor.in/Restaurants-g297628-c24-zfn13087490-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Restaurant
2714,south indian food restaurants near me,201000,8,13245.0,$0.14,9,22,https://www.tripadvisor.in/Restaurants-g679014-c24-Secunderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Restaurant
2715,west bengal asansol,201000,13,3959.0,$0.10,1,34,https://www.tripadvisor.in/Attractions-g1162529-Activities-Asansol_Bardhaman_District_West_Bengal.html,Unknown,Unknown,Unknown,Bar
2716,weather of rishikesh,165000,32,422.0,$0.65,1,25,https://www.tripadvisor.in/Attractions-g580106-Activities-Rishikesh_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2717,wardha city,201000,8,13245.0,$0.14,1,47,https://www.tripadvisor.in/Attractions-g12400068-Activities-Wardha_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2718,vasai virar,165000,16,2271.0,$0,3,48,https://www.tripadvisor.in/Attractions-g1602184-Activities-Virar_Palghar_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2719,jharkhand hazaribagh,201000,11,5145.0,$0.15,1,30,https://www.tripadvisor.in/Attractions-g2287426-Activities-Hazaribagh_Hazaribagh_District_Jharkhand.html,Unknown,Unknown,Unknown,Unknown
2720,khandwa location,165000,15,1829.0,$0.34,1,30,https://www.tripadvisor.in/Attractions-g12389657-Activities-Khandwa_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2721,kashmir baramulla,201000,13,6793.0,$0.01,1,35,https://www.tripadvisor.in/Attractions-g12375054-Activities-Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Bar
2722,meenakshi mall,201000,5,13245.0,$0.23,7,50,https://www.tripadvisor.in/Attraction_Review-g297628-d5792042-Reviews-Royal_Meenakshi_Mall-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2723,near me subway restaurant,201000,8,5145.0,$0.06,1,21,https://www.tripadvisor.in/Restaurant_Review-g679014-d7960299-Reviews-Subway-Secunderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Restaurant
2724,rajahmundry east godavari,201000,13,3015.0,$0.14,1,23,https://www.tripadvisor.in/Attractions-g12421911-Activities-East_Godavari_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2725,rajahmundry ap,165000,11,6793.0,$0.22,1,29,https://www.tripadvisor.in/Tourism-g1155908-Rajahmundry_East_Godavari_District_Andhra_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2726,phoenix mall,201000,11,3959.0,$0.03,5,49,https://www.tripadvisor.in/Attraction_Review-g304556-d4116309-Reviews-Phoenix_Market_City-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2727,red hill,165000,8,6793.0,$0.07,6,49,https://www.tripadvisor.in/Hotel_Review-g297679-d1579967-Reviews-Red_Hill_Nature_Resort-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Hotel
2728,hi lite mall kozhikode,201000,8,5145.0,$0.40,3,21,https://www.tripadvisor.in/Attraction_Review-g297635-d8581348-Reviews-HiLITE_Mall-Kozhikode_Kozhikode_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2729,gulmarg,246000,10,5145.0,$0.13,1,60,https://www.tripadvisor.in/Attractions-g317095-Activities-Gulmarg_Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Bar
2730,firozabad,201000,10,9426.0,$0,1,60,https://www.tripadvisor.in/Tourism-g1162495-Firozabad_Firozabad_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2731,east godavari rajahmundry,165000,14,2271.0,$0.12,1,36,https://www.tripadvisor.in/Attractions-g12421911-Activities-East_Godavari_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
