No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
3469,dairy milk silk heart blush,9900,31,38.0,$0.14,65,27,"https://magicpin.in/Kolkata/Esplanade/Restaurant/product/Cadbury-Dairy-Milk-Silk-Valentine-Heart-Blush-Chocolate-Bar,-250-Gm/",Kolkata,,,,Kolkata,,Restaurant,dairy milk silk heart blush,,esplanade product cadbury valentine chocolate 250 gm,1
3470,kebab near me,14800,14,204.0,$0.35,5,19,https://magicpin.in/india/Navi-Mumbai/All/Restaurant/Kebab/,Navi Mumbai,,India,,Navi Mumbai,,Restaurant,kebab,,all,1
3471,kaya skin care,22200,14,356.0,$1.23,11,26,https://magicpin.in/Chennai/Indira-Nagar/Beauty/Kaya-Skin-Clinic/store/17057b7/,Chennai,,,,Chennai,,,kaya skin,,indira nagar beauty clinic store 17057b7,1
3472,iron hill,18100,32,39.0,$0.09,3,24,https://magicpin.in/Bangalore/Marathahalli/Restaurant/Ironhill-Bengaluru/store/159abb5/,Bengaluru,,,,Bengaluru,,Restaurant,,,bangalore marathahalli ironhill store 159abb5,1
3473,hyatt regency thrissur,18100,64,38.0,$0.87,24,26,https://magicpin.in/Thrissur/Patturaikkal/Restaurant/Regency-Cafe---Hyatt-Regency/store/442787/menu,,,,,,,Restaurant,hyatt regency thrissur,,patturaikkal regency store 442787 menu,1
3474,hotel gokul,18100,34,38.0,$0.08,2,24,https://magicpin.in/Nashik/Satpur/Restaurant/Gokul-Hotel/store/23b8a3,Nashik,,,,Nashik,,Restaurant,hotel gokul,,satpur store 23b8a3,1
3475,ground near me for running,14800,11,611.0,$0.06,1,18,https://magicpin.in/blog/india/pune/fitness/best-running-tracks-trails-pune,Pune,,India,,Pune,,,running,,blog fitness best tracks trails,1
3476,grocery shop near me,18100,10,611.0,$0.87,8,13,https://magicpin.in/india/Cuttack/All/Grocery/,Cuttack,,India,,Cuttack,,,grocery,,all,1
3477,gold cinema agra,18100,25,38.0,$0.17,1,20,https://magicpin.in/Agra/Ashok-Cosmos-Mall/Entertainment/Gold-Cinema/store/305844/,Agra,,,,Agra,,,gold cinema,,ashok cosmos mall entertainment store 305844,1
3478,lulu global mall,14800,18,101.0,$0.14,5,20,https://magicpin.in/Bangalore/Global-Malls/Other/Lulu-Mall-Bengaluru/store/18b5079,Bengaluru,,,,Bengaluru,,,lulu global mall,,bangalore malls other store 18b5079,1
3479,lovely sweets,14800,38,38.0,$0,2,23,https://magicpin.in/Jalandhar/Model-Town/Restaurant/Lovely-Sweets/store/2cbb41,,,,,,,Restaurant,lovely sweets,,jalandhar model town store 2cbb41,1
3480,little goa goa,18100,20,77.0,$0,1,19,https://magicpin.in/Gurgaon/Baani-Square/Other/Little-Goa/store/312561,,Goa,India,West,,,,little,,gurgaon baani square other store 312561,1
3481,little french house,18100,16,135.0,$0.42,2,26,https://magicpin.in/Ahmedabad/Navrangpura/Restaurant/Little-French-House/store/302c7b/menu,Ahmedabad,,,,Ahmedabad,,Restaurant,little french house,,navrangpura store 302c7b menu,1
3482,la vie en rose cafe & bistro,18100,17,271.0,$0.13,5,12,https://magicpin.in/Secunderabad/Sainikpuri/Restaurant/La-Vie-En-Rose-Cafe/store/93a8c1/menu/,Secunderabad,,,,Secunderabad,,Restaurant,la vie en rose,,sainikpuri store 93a8c1 menu,1
3483,blabber all day borivali,9900,16,164.0,$0.47,4,21,https://magicpin.in/Mumbai/Borivali-East/Restaurant/Blabber-All-Day/store/67c498/,Mumbai,,,,Mumbai,,Restaurant,blabber all day borivali,,store 67c498,1
3484,barbeque holic,18100,41,38.0,$0.20,8,26,https://magicpin.in/Hyderabad/Kondapur/Restaurant/Barbequeholic/store/10198cb/,Hyderabad,,,,Hyderabad,,Restaurant,,,kondapur barbequeholic store 10198cb,1
3485,bangalore koramangala forum mall,18100,34,38.0,$0.03,2,21,https://magicpin.in/@nexus-koramangala-mall-bangalore,Bengaluru,,,,Bengaluru,Koramangala,,bangalore mall,,nexus,1
3486,aqua marina,12100,39,38.0,$0,3,22,https://magicpin.in/Kolkata/Bandel/Other/Aqua-Marina/store/98807c/,Kolkata,,,,Kolkata,,,aqua marina,,bandel other store 98807c,1
3487,amethyst restaurant chennai,18100,32,38.0,$0,1,18,https://magicpin.in/Chennai/Royapettah/Restaurant/Amethyst-Cafe/store/87b68/menu/,Chennai,,,,Chennai,,Restaurant,amethyst,,royapettah store 87b68 menu,1
3488,ahmedabad city gold ashram road,18100,38,38.0,$0.03,1,20,https://magicpin.in/Ahmedabad/Navarangpura-Gam/Entertainment/City-Gold-Multiplex-Ashram-Road/store/2040137/,Ahmedabad,,,,Ahmedabad,,,city gold ashram road,,navarangpura gam entertainment multiplex store 2040137,1
3489,adventure parks in delhi ncr,18100,27,41.0,$0.04,13,25,https://magicpin.in/blog/category/Travel/amusement-park-delhi,Delhi,Delhi,India,North,Delhi,,Tourism,,,blog category amusement park,1
3490,coupon for souled store,18100,32,38.0,$0.62,64,22,https://magicpin.in/The-Souled-Store-offers/66943/,,,,,,,,souled store,,offers 66943,1
3491,comedy film netflix,14800,32,38.0,$0,1,58,https://magicpin.in/blog/category/entertainment/best-comedy-movies-netflix,,,,,,,,comedy netflix,,blog category entertainment best movies,1
3492,city center in mangalore,14800,27,38.0,$0.07,1,23,https://magicpin.in/india/Mangalore/City-Centre-Mall/Fashion/,Mangaluru,,India,,Mangaluru,,,city mangalore,,centre mall fashion,1
3493,cafes in hsr,18100,28,38.0,$0.04,21,26,https://magicpin.in/india/Bangalore/Hsr/Restaurant/Cafe/,Bengaluru,,India,,Bengaluru,,Restaurant,hsr,,bangalore,1
3494,breach candy india,18100,49,38.0,$0.13,3,30,https://magicpin.in/Mumbai/Cumbala-Hill/Healthcare/Breach-Candy-Hospital-Trust/store/1884492/,Mumbai,,,,Mumbai,,,breach candy,,cumbala hill healthcare hospital trust store 1884492,1
3495,bookmyshow coupon code,18100,62,38.0,$0.24,4,20,https://magicpin.in/Bookmyshow-offers/1974/,,,,,,,,bookmyshow,,offers 1974,1
3496,bombay brasserie indiranagar,18100,25,41.0,$0.30,4,19,"https://magicpin.in/Bangalore/Hal-2nd-Stage,-Indiranagar/Restaurant/Bombay-Brasserie/store/5860c/menu/",Bengaluru,,,,Bengaluru,Indiranagar,Restaurant,bombay brasserie,,bangalore hal 2nd stage store 5860c menu,1
3497,best pizzerias near me,14800,12,356.0,$0.16,8,58,https://magicpin.in/india/Pune/Pimpri-Chinchwad/Restaurant/Pizza/,Pune,,India,,Pune,,Restaurant,,,pimpri chinchwad pizza,1
3498,the tanjore tiffin room andheri,12100,22,77.0,$0.31,9,20,"https://magicpin.in/Mumbai/Versova,-Andheri-West/Restaurant/The-Tanjore-Tiffin-Room/store/10aac3/delivery/",Mumbai,,,,Mumbai,Andheri,Restaurant,tanjore tiffin room,,versova store 10aac3 delivery,1
3499,the mafia family kitchen & bar,12100,9,611.0,$0.08,13,27,https://magicpin.in/Pune/Shivaji-Chowk/Restaurant/The-Mafia-Family-Kitchen-and-Bar/store/19677b4/,Pune,,,,Pune,,Restaurant,mafia family kitchen,,shivaji chowk store 19677b4,1
3500,terns coimbatore,12100,33,38.0,$0.04,1,25,https://magicpin.in/Coimbatore/Sitra/Restaurant/Terns/store/200220c/,Coimbatore,,,,Coimbatore,,Restaurant,terns,,sitra store 200220c,1
3501,tech mahindra sez tower 2,14800,5,1192.0,$0.15,20,19,https://magicpin.in/Hyderabad/Whitefields/Other/Tech-Mahindra-Sez-Tower-2/store/1b333b8/,Hyderabad,,,,Hyderabad,,,tech mahindra sez tower,,whitefields other store 1b333b8,1
3502,wework galaxy,18100,48,38.0,$1.24,8,26,"https://magicpin.in/Bangalore/Ashok-Nagar/Other/Wework-Galaxy-Coworking-and-Office-Space-In-Mg-Road,-Bangalore/store/19a4025/",Bengaluru,,,,Bengaluru,MG Road,,wework galaxy,,bangalore ashok nagar other coworking office space bangalore store 19a4025,1
3503,watsons,18100,41,38.0,$0.23,2,37,https://magicpin.in/Bangalore/Vasanth-Nagar/Restaurant/WatsonS-Vasanth-Nagar/store/1aa8208/,Bengaluru,,,,Bengaluru,,Restaurant,watsons,,bangalore vasanth nagar vasanth nagar store 1aa8208,1
3504,vr mall stop,22200,29,31.0,$0.28,7,22,https://magicpin.in/india/Chennai/Vr-Mall/Near-Me/,Chennai,,India,,Chennai,,,vr mall,,me,1
3505,vanilla miel cafe pali village,14800,18,87.0,$0.14,5,15,https://magicpin.in/Mumbai/Link-Corner-Mall/Restaurant/Vanilla-Miel-Cafe-Pali-Village/store/17418b7,Mumbai,,,,Mumbai,,Restaurant,vanilla miel pali village,,link corner mall store 17418b7,1
3506,true black speciality coffee the loft hitech city,9900,17,134.0,$0.25,8,20,https://magicpin.in/Hyderabad/Inorbit-Cyberabad-Mall/Restaurant/True-Black-Speciality-Coffee-%7C-The-Loft-Hitech-City/store/19a4906,Hyderabad,,,,Hyderabad,,Restaurant,true black speciality coffee loft hitech city,,inorbit cyberabad mall store 19a4906,1
3507,top ten horror movies netflix,14800,26,34.0,$0,1,46,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,top horror movies netflix,,blog category entertainment 10 keep you all night,1
3508,the teahouse,12100,52,31.0,$0.22,3,55,https://magicpin.in/Mumbai/Powai/Restaurant/The-Tea-House/store/398050/,Mumbai,,,,Mumbai,Powai,Restaurant,,,tea house store 398050,1
3509,olive street food cafe hsr layout,12100,15,134.0,$0.20,13,27,https://magicpin.in/Bangalore/Hsr/Restaurant/Olive-Street-Food-Cafe/store/168c702/,Bengaluru,,,,Bengaluru,,Restaurant,olive street hsr,,bangalore store 168c702,1
3510,nightlife goa,14800,67,31.0,$0.13,6,25,https://magicpin.in/blog/category/food-and-beverage/nightlife-goa,,Goa,India,West,,,Restaurant,nightlife,,blog category beverage,1
3511,new punjabi dhaba,18100,15,222.0,$0.05,1,19,https://magicpin.in/Visakhapatnam/Gajuwaka/Restaurant/New-Dhaba-City-Punjab/store/60c55c/,,Punjab,India,North,,,Restaurant,new dhaba,,visakhapatnam gajuwaka city store 60c55c,1
3512,netflix top ten series,14800,37,31.0,$0,1,70,https://magicpin.in/blog/category/entertainment/25-best-shows-netflix-india,,,India,,,,,netflix,,blog category entertainment 25 best shows,1
3513,nabi karim,14800,27,39.0,$0.14,4,20,https://magicpin.in/New-Delhi/Ajmeri-Gate/Other/Nabi-Karim-Bag-Market./store/1b5a249/,New Delhi,Delhi,India,North,New Delhi,,,nabi karim,,ajmeri gate other bag market store 1b5a249,1
3514,mss parcel service,14800,18,82.0,$0.23,1,22,https://magicpin.in/Chennai/Koyambedu/Travel-Agency/Mettur-Transports-(Mss-Parcel)-Koyambedu/store/20b20ac,Chennai,,,,Chennai,,Tourism,mss parcel,,koyambedu agency mettur transports,1
3515,miraj cinema goregaon,9900,20,48.0,$0.35,6,21,https://magicpin.in/Mumbai/Goregaon/Entertainment/Miraj-Cinema-Goregaon/store/191a2c5/,Mumbai,,,,Mumbai,,,miraj cinema goregaon,,entertainment goregaon store 191a2c5,1
3516,silver screen,14800,41,31.0,$1.04,1,21,https://magicpin.in/Berhampore/Berhampore/Entertainment/Silverscreen/store/2009790/,,,,,,,,,,berhampore berhampore entertainment silverscreen store 2009790,1
3517,shoes shop,22200,29,31.0,$0.34,10,28,https://magicpin.in/india/Bhubaneswar/All/Footwear/,Bhubaneswar,,India,,Bhubaneswar,,,,,all footwear,1
3518,sarojini nagar market sarojini nagar new delhi delhi 110023,14800,44,31.0,$0.13,1,25,https://magicpin.in/blog/india/delhi/Travel/sarojini-nagar-market-timing-metro-speciality,Delhi,Delhi,India,North,Delhi,,Tourism,sarojini nagar market,,blog timing metro speciality,1
3519,saiya ji puri wale,14800,15,134.0,$0.10,6,26,"https://magicpin.in/Ghaziabad/Ambedkar-Road,-Raj-Nagar/Restaurant/Saiya-Ji-Puri-Wale/store/1737c44/",Ghaziabad,,,,Ghaziabad,,Restaurant,saiya ji puri wale,,ambedkar road raj nagar store 1737c44,1
3520,roastery coffee house sector 144 noida,12100,48,31.0,$0.20,3,21,https://magicpin.in/Noida/Sector-135/Restaurant/Roastery-Coffee-House/store/85b8c2,Noida,,,,Noida,,Restaurant,roastery coffee house sector,,135 store 85b8c2,1
3521,rcb bar and cafe,18100,20,63.0,$0,12,14,https://magicpin.in/Bangalore/Garuda-Mall/Restaurant/Rcb-Bar-&-Cafe/store/501953,Bengaluru,,,,Bengaluru,,Restaurant,rcb,,bangalore garuda mall store 501953,1
3522,rate of permanent hair straightening,14800,73,31.0,$0.72,4,26,https://magicpin.in/india/Bangalore/All/Beauty/Hair-Straightening/,Bengaluru,,India,,Bengaluru,,,hair straightening,,bangalore all beauty,1
3523,rails near me,14800,7,694.0,$0.17,1,17,https://magicpin.in/india/Hyderabad/Rail-Nilayam/Fashion/,Hyderabad,,India,,Hyderabad,,,,,rail nilayam fashion,1
3524,punjabi swag,12100,28,35.0,$0.01,1,21,https://magicpin.in/Hyderabad/Gachibowli/Restaurant/The-Punjabis-Swag/store/298818/menu/,Hyderabad,,,,Hyderabad,,Restaurant,swag,,gachibowli punjabis store 298818 menu,1
3525,premier hospital,14800,47,31.0,$0.12,3,23,https://magicpin.in/Bangalore/Rt-Nagar/Medical/Premier-Hospital/store/1842248/,Bengaluru,,,,Bengaluru,,,premier hospital,,bangalore rt nagar medical store 1842248,1
3526,prakash silks and sarees kanchipuram,14800,34,31.0,$0.14,25,24,https://magicpin.in/Kanchipuram/Kanchipuram/Fashion/Prakash-Silks-and-Sarees-Pvt-Ltd/store/2b0b94/,,,,,,,,prakash silks sarees kanchipuram,,kanchipuram fashion pvt ltd store 2b0b94,1
3527,pnr empire,12100,9,378.0,$0,8,24,https://magicpin.in/Hyderabad/Kukatpally/Grocery/Pnr-Empire/store/8b4348/,Hyderabad,,,,Hyderabad,,,pnr empire,,kukatpally grocery store 8b4348,1
3528,pizza wings,12100,21,63.0,$0.18,2,43,https://magicpin.in/New-Delhi/Sector-12/Restaurant/Pizza-Wings/store/5a0b81/delivery/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,pizza wings,,sector 12 store 5a0b81 delivery,1
3529,pco bar vasant vihar,12100,25,39.0,$0.16,2,28,https://magicpin.in/New-Delhi/Vasant-Vihar/Restaurant/Pco/store/309b/menu,New Delhi,Delhi,India,North,New Delhi,,Restaurant,pco vasant vihar,,store 309b menu,1
3530,patel r mart,12100,26,35.0,$0.26,1,27,https://magicpin.in/Mumbai/Bhadane/Grocery/PatelS-R-Mart/store/195c13b/,Mumbai,,,,Mumbai,,,mart,,bhadane grocery patels store 195c13b,1
3531,paradise biryani gachibowli,12100,17,82.0,$0.06,13,20,https://magicpin.in/Hyderabad/Gachibowli/Restaurant/Paradise/store/86b90/,Hyderabad,,,,Hyderabad,,Restaurant,paradise gachibowli,,store 86b90,1
3532,hotel shauryawada bhosari,9900,15,167.0,$0.15,6,22,https://magicpin.in/Pune/Bhosari/Restaurant/Hotel-Shauryawada/store/176c58c/,Pune,,,,Pune,,Restaurant,hotel shauryawada bhosari,,store 176c58c,1
3533,hotel al reem athani,9900,37,31.0,$0.08,1,20,https://magicpin.in/Kochi/Aluva/Restaurant/Hotel-Al---Reem/store/16a0115/menu/,Kochi,,,,Kochi,,Restaurant,hotel al reem,,aluva store 16a0115 menu,1
3534,hotel 712,14800,48,31.0,$0.04,2,22,https://magicpin.in/Pune/Wakad/Restaurant/Hotel-7-12/store/7ab951/,Pune,,,,Pune,,Restaurant,hotel,,wakad 12 store 7ab951,1
3535,hair cutting style for female,12100,33,31.0,$0,1,8,https://magicpin.in/blog/category/beauty/latest-haircut-for-girls,,,,,,,,,,blog category beauty latest haircut girls,1
3536,good wines in india,14800,85,31.0,$0,1,15,https://magicpin.in/blog/category/food-and-beverage/best-wine-brands-india,,,India,,,,Restaurant,,,blog category beverage best wine brands,1
3537,geeta pav bhaji,12100,17,134.0,$0.16,7,21,https://magicpin.in/Pune/Nigdi/Restaurant/Geeta-Pav-Bhaji/store/829c9/vouchers,Pune,,,,Pune,,Restaurant,geeta pav bhaji,,nigdi store 829c9 vouchers,1
3538,fountain restaurants,14800,20,75.0,$0.11,1,21,https://magicpin.in/Ahmedabad/Chandkheda/Restaurant/The-Fountain/store/167cb6b/,Ahmedabad,,,,Ahmedabad,,Restaurant,fountain,,chandkheda store 167cb6b,1
3539,food stories hyderabad,14800,41,29.0,$0.13,14,22,https://magicpin.in/Hyderabad/Kamala-Puri-Colony/Other/Foodstories-Hyderabad/store/19bb7b3,Hyderabad,,,,Hyderabad,,,,,kamala puri colony other foodstories store 19bb7b3,1
3540,flechazo gold madhapur,9900,14,134.0,$0.26,5,19,https://magicpin.in/Hyderabad/Madhapur/Restaurant/Flechazo-Gold/store/55748a/,Hyderabad,,,,Hyderabad,,Restaurant,flechazo gold madhapur,,store 55748a,1
3541,fenny lounge bangalore,14800,21,63.0,$0.17,3,19,https://magicpin.in/Bangalore/Koramangala/Restaurant/FennyS-Lounge-And-Kitchen/store/6350/delivery,Bengaluru,,,,Bengaluru,Koramangala,Restaurant,lounge bangalore,,fennys kitchen store 6350 delivery,1
3542,fashion point,14800,21,63.0,$0.18,2,21,https://magicpin.in/New-Delhi/Thakkar-Bapa-Nagar/Fashion/Fashion-Point/store/4b70b/photos/,New Delhi,Delhi,India,North,New Delhi,,,fashion point,,thakkar bapa nagar fashion store 4b70b photos,1
3543,evoo delhi,14800,17,111.0,$0.14,3,26,https://magicpin.in/New-Delhi/Shivalik/Restaurant/Evoo-Eatery-And-Pizzeria/store/b4a31/menu/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,evoo,,shivalik pizzeria store b4a31 menu,1
3544,delhi darbar delhi,12100,22,63.0,$0.09,3,23,https://magicpin.in/New-Delhi/Gole-Market/Restaurant/Delhi-Darbar-Dhaba/store/7ca73/menu/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,darbar,,gole market dhaba store 7ca73 menu,1
3545,dadar plaza theatre,14800,23,34.0,$0.10,1,21,https://magicpin.in/Mumbai/Dadar/Other/Plaza-Cinema/store/359a25/,Mumbai,,,,Mumbai,,,dadar plaza,,other cinema store 359a25,1
3546,crust and co,8100,25,48.0,$0.08,4,31,https://magicpin.in/Chennai/Neelankarai/Restaurant/Crust-and-Co./store/17801ca/photos,Chennai,,,,Chennai,,Restaurant,crust,,neelankarai store 17801ca photos,1
3547,clothes shop,18100,19,87.0,$0.41,8,26,https://magicpin.in/india/Noida/All/Fashion/,Noida,,India,,Noida,,,,,all fashion,1
3548,canara bank regional office,14800,36,31.0,$0,1,9,https://magicpin.in/Pune/Revenue-Colony/Other/Canara-Bank-Regional-Office/store/1a7a852/,Pune,,,,Pune,,,canara bank regional office,,revenue colony other store 1a7a852,1
3549,byg brewski brewing company yeshwanthpur,18100,28,34.0,$0.20,3,21,https://magicpin.in/Bangalore/Yeshwantpur/Restaurant/Byg-Brewski-Brewing-Company/store/1557a9b/menu/,Bengaluru,,,,Bengaluru,,Restaurant,byg brewski brewing company,,bangalore yeshwantpur store 1557a9b menu,1
3550,brand wine,14800,57,31.0,$0,1,30,https://magicpin.in/blog/category/food-and-beverage/best-wine-brands-india,,,India,,,,Restaurant,wine,,blog category beverage best brands,1
3551,bombay shiv sagar restaurant,12100,20,75.0,$0.36,7,22,https://magicpin.in/Kolkata/22-Camac-Street-Mall/Restaurant/Bombay-Shiv-Sagar/store/19c036/menu,Kolkata,,,,Kolkata,,Restaurant,bombay shiv sagar,,22 camac street mall store 19c036 menu,1
3552,dmart podanur,14800,15,167.0,$0,4,24,https://magicpin.in/Coimbatore/Podanur/Grocery/Dmart-Podanur/store/31533a,Coimbatore,,,,Coimbatore,,,dmart podanur,,grocery podanur store 31533a,1
3553,best book,14800,46,31.0,$0.06,39,39,https://magicpin.in/blog/category/entertainment/best-books-to-read,,,,,,,,best,,blog category entertainment books to read,1
3554,begeterre,9900,24,48.0,$0.25,1,32,https://magicpin.in/Gurgaon/Golf-Course-Road/Restaurant/Begeterre---Museum-Themed-Restaurant/store/170a759/menu,Gurugram,,,,Gurugram,,Restaurant,begeterre,,gurgaon golf course road museum themed store 170a759 menu,1
3555,arya hub mall,12100,9,222.0,$0.23,2,18,https://magicpin.in/Bangalore/Whitefield/Fitness/Arya-Hub-Mall/store/1817557/,Bengaluru,,,,Bengaluru,Whitefield,,arya hub mall,,bangalore fitness store 1817557,1
3556,anand niketan club new delhi,14800,13,167.0,$0.16,3,10,https://magicpin.in/New-Delhi/Anand-Niketan/Restaurant/Anand-Niketan-Club/store/62a14,New Delhi,Delhi,India,North,New Delhi,,Restaurant,anand niketan club,,anand niketan store 62a14,1
3557,alcohol breezer,18100,6,975.0,$0,1,22,https://magicpin.in/blog/category/food-and-beverage/breezer,,,,,,,Restaurant,breezer,,blog category beverage,1
3558,abhinaya theater,12100,30,31.0,$0.24,6,19,https://magicpin.in/Bangalore/Majestic/Entertainment/Abhinaya-Theatre/store/2cba01/,Bengaluru,,,,Bengaluru,,,abhinaya,,bangalore majestic entertainment theatre store 2cba01,1
3559,best wine of india,14800,59,31.0,$0,1,16,https://magicpin.in/blog/category/food-and-beverage/best-wine-brands-india,,,India,,,,Restaurant,best wine,,blog category beverage brands,1
3560,best restaurants indiranagar bangalore,14800,21,63.0,$0.05,10,26,https://magicpin.in/india/Bangalore/Indiranagar/Fine-Dining/,Bengaluru,,India,,Bengaluru,Indiranagar,Restaurant,bangalore,,fine,1
3561,best men's facial cleanser for oily skin,18100,51,31.0,$0.07,100,20,https://magicpin.in/blog/category/beauty/best-face-wash-oily-skin-for-men,,,,,,,,best men oily skin,,blog category beauty face wash,1
3562,mandi 36,14800,24,75.0,$0,2,23,https://magicpin.in/Hyderabad/Jubilee-Hills/Restaurant/Mandi-@-36/store/385a60/menu,Hyderabad,,,,Hyderabad,,Restaurant,mandi 36,,jubilee hills store 385a60 menu,1
3563,m m g hospital ghaziabad,14800,34,31.0,$0.17,4,15,https://magicpin.in/Ghaziabad/Naya-Ganj/Healthcare/Mmg-District-Hospital/store/827ab7/,Ghaziabad,,,,Ghaziabad,,,hospital,,naya ganj healthcare mmg district store 827ab7,1
3564,liquor world,14800,15,134.0,$0,1,14,https://magicpin.in/Chandigarh/Sector-9/Liquor-Wine-Store/Liquor-World/store/16c76b/,Chandigarh,Chandigarh,India,North,Chandigarh,,,liquor world,,sector wine store liquor store 16c76b,1
3565,le café,12100,31,31.0,$0.05,5,58,https://magicpin.in/Puducherry/White-Town/Restaurant/Le-Cafe-Chaplin/store/351bac/menu/,,Puducherry,India,South,,,Restaurant,le,,white town chaplin store 351bac menu,1
3566,khan market restaurants delhi,14800,22,63.0,$0.01,1,22,https://magicpin.in/blog/india/delhi/food-and-beverage/best-restaurants-khan-market,Delhi,Delhi,India,North,Delhi,,Restaurant,khan market,,blog beverage best,1
3567,kanhaiya sweets,9900,22,63.0,$0.16,3,21,https://magicpin.in/Durgapur/Bidhannagar/Restaurant/Kanhaiya-Sweet-&-Snacks/store/312454,,,,,,,Restaurant,kanhaiya,,durgapur bidhannagar sweet snacks store 312454,1
3568,juu juu,12100,11,378.0,$0.31,6,22,https://magicpin.in/Gurgaon/Sector-59/Restaurant/Juu-Juu/store/16765b8,Gurugram,,,,Gurugram,,Restaurant,juu juu,,gurgaon sector 59 store 16765b8,1
3569,india whiskey brands,14800,40,31.0,$0,1,22,https://magicpin.in/blog/category/food-and-beverage/best-whisky-brands-india,,,India,,,,Restaurant,brands,,blog category beverage best whisky,1
3570,idlygo xpress,9900,22,63.0,$0.25,7,12,https://magicpin.in/Kolkata/Chakraberia/Restaurant/Idlygo-Xpress/store/2052054/,Kolkata,,,,Kolkata,,Restaurant,idlygo xpress,,chakraberia store 2052054,1
3571,hubli laxmi mall,9900,8,291.0,$0.56,3,19,"https://magicpin.in/Hubballi/Old-Hubli/Other/Laxmi-Mall,-Hubli/store/1a92bb9",,,,,,,,hubli laxmi mall,,hubballi old other hubli store 1a92bb9,1
3572,hotel o pune in koregaon park,12100,44,31.0,$0.34,14,30,https://magicpin.in/Pune/Koregaon-Park/Restaurant/Addah---The-O-Hotel/store/89a08/menu/,Pune,,,,Pune,,Restaurant,hotel koregaon park,,addah store 89a08 menu,1
3573,hotel malabar,12100,19,82.0,$0.27,5,20,https://magicpin.in/Kalyan/Kalyan-East/Restaurant/Hotel-Malabar/store/18a88a/,Kalyan,,,,Kalyan,,Restaurant,hotel malabar,,store 18a88a,1
3574,talli bar & kitchen,12100,19,134.0,$0.17,12,27,https://magicpin.in/Pune/Baner/Restaurant/Talli-Bar-&-Kitchen/store/470056/menu,Pune,,,,Pune,,Restaurant,talli kitchen,,baner store 470056 menu,1
3575,somewhere delhi,12100,15,167.0,$0.08,6,23,https://magicpin.in/New-Delhi/Rajiv-Chowk/Restaurant/Somewhere-Delhi/store/b5b889/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,somewhere,,rajiv chowk store b5b889,1
3576,sikkim house delhi,14800,26,35.0,$0,1,18,https://magicpin.in/New-Delhi/Majnu-Ka-Tila/Restaurant/Sikkim-Restaurant/store/a445ab/menu,,Sikkim,India,East,,,Restaurant,delhi,,new majnu ka tila store a445ab menu,1
3577,top 10 netflix tv series,14800,38,31.0,$0,1,70,https://magicpin.in/blog/category/entertainment/25-best-shows-netflix-india,,,India,,,,,netflix,,blog category entertainment 25 best shows,1
3578,top 10 horror movies netflix,14800,38,31.0,$0.04,1,50,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,top 10 horror movies netflix,,blog category entertainment keep you all night,1
3579,time for wine,14800,16,134.0,$0,1,16,https://magicpin.in/Gurgaon/Sector-114/Other/Time-For-Wine/store/1b26702/,Gurugram,,,,Gurugram,,,time wine,,gurgaon sector 114 other store 1b26702,1
3580,the weekend wine & more byob,14800,19,82.0,$0,1,23,https://magicpin.in/Noida/Sector-101/Restaurant/The-Weekend--Wine-&-More/store/154bab8/,Noida,,,,Noida,,Restaurant,weekend wine more,,sector 101 store 154bab8,1
3581,the food studio,14800,22,48.0,$0.11,3,22,https://magicpin.in/Navi-Mumbai/Vashi/Restaurant/The-Food-Studio---Kitchen-&-Bar/store/24888/menu/,Navi Mumbai,,,,Navi Mumbai,,Restaurant,studio,,vashi kitchen store 24888 menu,1
3582,whisky brands in india,14800,18,75.0,$0.77,1,9,https://magicpin.in/blog/category/food-and-beverage/best-whisky-brands-india,,,India,,,,Restaurant,whisky brands,,blog category beverage best,1
3583,whiskey indian brands,14800,45,31.0,$0,1,19,https://magicpin.in/blog/category/food-and-beverage/best-whisky-brands-india,,,India,,,,Restaurant,brands,,blog category beverage best whisky,1
3584,rental water purifier,14800,53,31.0,$1.22,67,38,https://magicpin.in/india/Mumbai/All/Electronics/-Water-Purifier-On-Rent-,Mumbai,,India,,Mumbai,,,water purifier,,all electronics on rent,1
3585,rama market,14800,10,291.0,$0.04,2,20,https://magicpin.in/New-Delhi/Pitampura/Home-Improvement/Rama-Market/store/1107a9c/,New Delhi,Delhi,India,North,New Delhi,,,rama market,,pitampura home improvement store 1107a9c,1
3586,pvr cinema vijayawada,14800,22,39.0,$0.07,6,18,https://magicpin.in/Vijayawada/Restaurant/brands/6552/Pvr-Cinemas/,Vijayawada,,,,Vijayawada,,Restaurant,pvr,,brands 6552 cinemas,1
3587,purple martini goa,14800,28,35.0,$0.28,1,18,https://magicpin.in/Goa/Anjuna/Restaurant/Purple-Martini-@-Sunset-Point/store/123023/,Anjuna,Goa,India,West,Anjuna,,Restaurant,purple martini,,sunset point store 123023,1
