No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
5182,the pizza bakery indiranagar,9900,22,52,$0.24,7,18,https://magicpin.in/Bangalore/Indiranagar/Restaurant/The-Pizza-Bakery/store/58a531/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5183,wat a burger,12100,30,25,$0,2,17,https://magicpin.in/New-Delhi/Sector-10,,,,,,,,,,1
5184,vodka flavour,12100,20,52,$0,1,20,https://magicpin.in/blog/category/food-and-beverage/flavored-vodka-twist-traditional-spirits-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5185,vijay sales mira road,9900,16,67,$0.04,14,23,https://magicpin.in/Thane/Mira-Road/Electronics/Vijay-Sales---Mira-Road/store/1898827/,Thane,Unknown,Unknown,Unknown,Thane,Unknown,,,,1
5186,vfs global visa application center,12100,25,29,$0.27,1,8,https://magicpin.in/Pune/93-Avenue-Mall/Other/Vfs-Global-Visa-Application-Centre-Pune/store/1a926c6,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5187,zaitoon restaurant indiranagar,9900,15,67,$0.42,6,19,https://magicpin.in/Bangalore/Kodihalli/Other/Zaitoon-Restaurant-Indiranagar/store/18b2a34,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5188,watson's chennai,12100,31,25,$0.20,3,22,https://magicpin.in/Chennai/T.-Nagar/Restaurant/WatsonS/store/1a4b3c/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5189,supreme corner,12100,15,136,$0.71,2,19,https://magicpin.in/Pune/Jm-Road/Restaurant/Supreme-Corner/store/8319a/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5190,sri sairam parlour,12100,19,67,$0.14,4,21,https://magicpin.in/Visakhapatnam/Dwaraka-Nagar/Restaurant/Grand-Sri-Sai-Ram-Parlour/store/350165/,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant,,,,1
5191,spot 18,12100,31,25,$0.16,5,22,https://magicpin.in/Pune/Pimple-Saudagar/Entertainment/City-Pride-Royal-Cinemas/store/3464b3,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5192,spicy kitchen,9900,22,61,$0.08,2,37,https://magicpin.in/Hyderabad/Kukatpally/Restaurant/Spicy-Kitchen/store/86a21/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5193,spaced out cafe,12100,15,110,$0.07,2,20,https://magicpin.in/New-Delhi/Shahpur-Jat/Restaurant/Spaced-Out-Cafe/store/1549c20/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
5194,soi 7,12100,21,39,$0.08,2,20,https://magicpin.in/Gurgaon/Cyber-Hub/Restaurant/Soi-7-Pub-&-Brewery/store/331/menu,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
5195,social vikhroli,12100,27,25,$0,3,22,https://magicpin.in/Mumbai/Vikhroli/Restaurant/Vikhroli-Social/store/5c1c88,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5196,snow lion tibet,12100,18,67,$0.06,1,22,https://magicpin.in/Bangalore/New-Bel-Road/Restaurant/Snow-Lion-Tibet-Kitchen/store/68c5/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5197,sid's farm,12100,44,25,$0.07,32,32,https://magicpin.in/Hyderabad/Rtc-Colony/Restaurant/Sids-Farm-Pvt-Ltd/store/16a3c20/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5198,shubham cinema lucknow,9900,17,61,$0.11,1,21,https://magicpin.in/Lucknow/Lalbagh/Entertainment/Shubham-Cinema/store/30c3aa,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
5199,shows to watch on netflix,12100,26,26,$0,1,8,https://magicpin.in/blog/category/entertainment/25-best-shows-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5200,shopping for dresses near me,14800,8,797,$0.10,31,24,https://magicpin.in/india/Secunderabad/All/Fashion/Dresses-&-Gowns/,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Unknown,,,,1
5201,shop no 11,9900,21,52,$0.18,2,27,https://magicpin.in/india/Noida/Sector-11/Furniture-Store/,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
5202,shivraj dhaba,12100,28,29,$0.04,1,21,https://magicpin.in/Pune/Old-Mumbai-Pune-Highway/Restaurant/Shivraj-Dhaba-Karad/store/1761987/delivery/?itemId=110051615,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5203,sardar pav bhaji tardeo mumbai,12100,30,25,$0.03,1,25,https://magicpin.in/Mumbai/Tardeo/Restaurant/Sardar-Pav-Bhaji/store/8b103/menu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5204,sangamwadi parking no 3,12100,10,309,$0.11,5,19,https://magicpin.in/Pune/Dhole-Patil-Road/Other/Hans-Travels-Sangamwadi-Parking-3/store/848303/,Pune,Unknown,Unknown,Unknown,Pune,Tourism,,,,1
5205,nandilath g mart near me,12100,11,309,$0.10,28,19,https://magicpin.in/Thrissur/Pookkunnam/Electronics/Nandilath-G-Mart/store/96cbc9/?utm_source=aroundyou,Thrissur,Unknown,Unknown,Unknown,Thrissur,Unknown,,,,1
5206,nandhana palace andhra style restaurant anna nagar,8100,17,71,$0.20,4,21,https://magicpin.in/Chennai/Shanthi-Colony/Restaurant/Nandhana-Palace/store/17579ac/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5207,mrp outlet,12100,7,1177,$0.16,1,19,https://magicpin.in/Bangalore/Malleshwaram/Restaurant/Mrp-Outlet-Gurukrupa-Wines/store/898968/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5208,mini punjab bandra,12100,17,90,$0.30,5,19,https://magicpin.in/Mumbai/Pali-Hill/Restaurant/Mini-Punjab/store/23374,Mumbai,Punjab,India,North,Mumbai,Restaurant,,,,1
5209,mezze,9900,31,25,$0.18,4,35,https://magicpin.in/Chennai/Alwarpet/Restaurant/Mezze/store/3c2654/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5210,mayur restaurant,12100,20,61,$0.06,3,21,https://magicpin.in/Deoghar/Deoghar/Restaurant/Mayur-Restaurant/store/338683,Deoghar,Unknown,Unknown,Unknown,Deoghar,Restaurant,,,,1
5211,maurya lok complex,12100,21,39,$0.25,5,27,https://magicpin.in/Patna/Patna-One-Mall/Grocery/Maurya-Lok-Complex/store/980563/,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
5212,mahim koliwada seafood plaza,9900,17,110,$0.17,3,32,https://magicpin.in/Mumbai/Naya-Nagar/Restaurant/Mahim-Koliwada-Seafood-Plaza/store/1ac4187,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5213,liquor near to me,12100,10,309,$0.01,1,56,https://magicpin.in/india/Bangalore/Mahadevapura/Liquor-Store/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5214,lijjat khaman house,12100,18,90,$0.19,3,23,https://magicpin.in/Ahmedabad/Kankaria/Restaurant/Lijjat-Khaman/store/11867b/menu/,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant,,,,1
5215,levels microbrewery & kitchen,6600,27,32,$0.14,2,24,https://magicpin.in/Bangalore/Nagarbhavi/Restaurant/Levels-Microbrewery-and-Kitchen/store/1796439/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5216,leaping windows mumbai,9900,32,25,$0.18,3,21,https://magicpin.in/Mumbai/Versova/Restaurant/Leaping-Windows/store/8b0a9/photos,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5217,knighthouse,9900,21,61,$0.14,7,21,https://magicpin.in/Jaipur/C-Scheme/Restaurant/Knighthouse/store/1701771/,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant,,,,1
5218,rasika restaurant,12100,25,32,$0.09,2,20,https://magicpin.in/Pune/Hadapsar/Restaurant/Rasika-Restaurant/store/1831a8/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5219,rama krishna jewellers,18100,23,32,$0.13,51,34,https://magicpin.in/New-Delhi/Lajpat-Nagar-2/Fashion/Rama-Krishna-Jewellers/store/10c4c5/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
5220,raja store,12100,23,39,$0.13,2,19,https://magicpin.in/Bangalore/Mahalakshmi-Layout/Grocery/Raja-Store/store/1869995/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5221,radhakrishna theatre bangalore,12100,15,67,$0.05,1,21,https://magicpin.in/Bangalore/Rt-Nagar/Other/Sri-Radhakrishna-Theatre/store/34918b/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5222,pvr elante,12100,15,67,$0.03,6,21,https://magicpin.in/Chandigarh/Nexus-Elante-Mall/Entertainment/Pvr-Elante-Mall-Chandigarh/store/201137b/,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
5223,poorvika mobiles pvt ltd near me,9900,10,408,$0.03,15,19,https://magicpin.in/Chennai/Adambakkam/Electronics/Poorvika-Mobiles-Pvt-Ltd/store/2b9c7b/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5224,palladium social,9900,24,29,$0.31,6,22,https://magicpin.in/Mumbai/Palladium-Mall/Restaurant/Social-Palladium/store/704b1,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5225,padmam veg restaurant,9900,14,110,$0.13,3,20,https://magicpin.in/Chennai/T.-Nagar/Restaurant/Padmam-Veg-Restaurant/store/16a156b/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5226,original hanumanthu devi mess since 1930,9900,44,25,$0.05,8,22,https://magicpin.in/Mysore/Mandi-Mohalla/Restaurant/Hotel-Hanumanthu-Original/store/237517/menu,Mysuru,Unknown,Unknown,Unknown,Mysuru,Restaurant,,,,1
5227,nsp pacific mall,12100,17,67,$0.05,1,17,https://magicpin.in/@pacific-mall-nsp-delhi,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5228,nove the italian kitchen,12100,23,52,$0.13,3,22,https://magicpin.in/Hyderabad/Banjara-Hills/Restaurant/Nove---The-Italian-Kitchen/store/1572734/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5229,nh 37 dhaba pune,12100,17,71,$0,4,10,https://magicpin.in/Pune/Model-Colony/Restaurant/Nh-37-Dhaba/store/89b09/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5230,newtons supermarket goa,9900,7,408,$0.21,4,20,https://magicpin.in/Goa/Candolim/Grocery/NewtonS-Supermarket/store/2441c4,Candolim,Goa,India,West,Candolim,Unknown,,,,1
5231,netflix tv series to watch,12100,32,25,$0,1,70,https://magicpin.in/blog/category/entertainment/25-best-shows-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5232,geetha restaurant,9900,11,309,$0.07,2,30,https://magicpin.in/Surat/Piplod/Restaurant/Geetha-Restaurant/store/3b1925/menu/,Surat,Unknown,Unknown,Unknown,Surat,Restaurant,,,,1
5233,garware house,12100,17,71,$0.13,4,21,https://magicpin.in/Mumbai/Marine-Lines/Restaurant/Garware-Club-House/store/10b278/photos,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5234,galleria market gurgaon,12100,20,61,$1.39,1,23,https://magicpin.in/blog/category/Others/galleria-market-famous-shops-cafes-timings-and-location,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
5235,eros city square gurgaon,12100,10,181,$0.26,9,19,https://magicpin.in/@eros-wembley-estate-sector-49-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
5236,dvg benne dosa,9900,23,52,$0.11,3,19,https://magicpin.in/Pune/Tingre-Nagar/Restaurant/Dvg-Benne-Dosa-Tingre-Nagar/store/16698c1,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5237,drink name,12100,32,25,$0,1,21,https://magicpin.in/blog/category/food-and-beverage/types-alcohol-india-spirits-liqueurs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5238,donna deli,12100,17,110,$0.14,3,19,https://magicpin.in/Mumbai/Link-Square-Mall/Restaurant/Donna-Deli/store/631634/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5239,dmart manpada,9900,7,408,$0.31,12,18,https://magicpin.in/Mumbai/Eden-Wood/Grocery/Dmart-(Manpada)/store/1922b83/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5240,desi lane kolkata,14800,17,71,$0.03,1,24,https://magicpin.in/Kolkata/East-Topsia/Restaurant/Desi-Lane/store/384a61/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5241,ishtaa pure vegetarian,9900,33,25,$0.23,4,17,https://magicpin.in/Bangalore/Jayanagar/Restaurant/Ishtaa---Vegetarian-Cuisine-%7C-Jayanagar/store/1701689/menu,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5242,i b s hospital,12100,46,25,$0.36,2,18,https://magicpin.in/New-Delhi/Lajpat-Nagar/Medical/Institute-Of-Brain-And-Spine-Hospital-Ibs-Hospital/store/183a54b/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
5243,hotel svm grand dairy farm road,12100,19,52,$0.15,8,19,https://magicpin.in/Hyderabad/Old-Bowenpally/Hotel/Hotel-Svm-Grand-Dairy-Farm-Road/store/1923331/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel,,,,1
5244,hotel sonar tori,9900,43,25,$0.13,15,20,https://magicpin.in/Agartala/Jay-Nagar/Restaurant/Hotel-Sonar-Tari/store/447b21/menu,Agartala,Unknown,Unknown,Unknown,Agartala,Restaurant,,,,1
5245,haldiram sector 18 noida,480,16,90,$0.06,4,16,https://magicpin.in/Noida/Sector-18,,,,,,,,,,1
5246,haircut in salon,12100,33,25,$0.20,4,16,https://magicpin.in/india/Pune/Pimpri-Chinchwad/Beauty/Haircut/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5247,gwalior places,12100,76,25,$0.02,16,18,https://magicpin.in/blog/places-to-visit-in-gwalior/,Gwalior,Unknown,Unknown,Unknown,Gwalior,Unknown,,,,1
5248,kerala kitchen,9900,37,25,$0.10,2,22,https://magicpin.in/Hyderabad/Marredpally-West/Restaurant/Kerala-Kitchen/store/5c0687,Hyderabad,Kerala,India,South,Hyderabad,Restaurant,,,,1
5249,karavalli vivanta bengaluru residency road,9900,32,25,$0.30,4,22,https://magicpin.in/Bangalore/Ashok-Nagar/Restaurant/Karavalli-Vivanta-Bengaluru,,,,,,,,,,1
5250,kajal place,12100,54,25,$0.30,1,19,https://magicpin.in/Bangalore/Kpc-Layout/Other/Kajal-House/store/1b23ac4/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5251,bharat natya mandir,12100,20,52,$0.20,5,20,https://magicpin.in/Pune/Sadashiv-Peth/Miscellaneous/Bharat-Natya-Rang-Mandir/store/15508a8,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5252,bhansaghar,12100,17,71,$0.26,2,19,https://magicpin.in/New-Delhi/Safdarjung/Restaurant/Bhansaghar/store/b5c98/menu/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
5253,best puppies breeds,12100,45,25,$0.13,1,26,https://magicpin.in/blog/category/Others/cute-puppy-dog-breeds-price-2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5254,best netflix india movies,8100,12,136,$0,1,61,https://magicpin.in/blog/category/entertainment/best-bollywood-movies-netflix,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5255,bbq times,12100,24,32,$0.07,10,20,https://magicpin.in/Gurgaon/Sector-51/Restaurant/The-Barbeque-Times/store/943738/vouchers,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
5256,angaara restaurant ooty,12100,18,61,$0.03,2,23,https://magicpin.in/Ooty/Thalayathimund/Restaurant/Angaara/store/4c6bc9/,Ooty,Unknown,Unknown,Unknown,Ooty,Restaurant,,,,1
5257,altaf's cafe,9900,35,25,$0.01,1,27,https://magicpin.in/Kodaikanal/Vattakanal/Restaurant/Altafs-Cafe-Middle-Eastern-&-Italian/store/77051/,Kodaikanal,Unknown,Unknown,Unknown,Kodaikanal,Restaurant,,,,1
5258,agent jacks,12100,22,61,$0.08,2,23,https://magicpin.in/Pune/Kaspate-Vasti/Restaurant/Agent-JackS/store/5608a9,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5259,12th main road,12100,97,25,$0.15,6,23,https://magicpin.in/Bangalore/Indiranagar/Restaurant/Mh-12-Pav-Bhaji/store/1650385/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5260,10 downing street pub chennai,12100,25,27,$0.46,3,22,https://magicpin.in/Chennai/T.-Nagar/Restaurant/10-Downing-Street/store/87b02/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5261,dadar maharashtrian restaurants,14800,24,52,$0.03,3,22,https://magicpin.in/india/Mumbai/Dadar-East/Restaurant/Maharashtrian/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5262,corner house jayanagar 5th block,12100,13,136,$0.38,8,21,https://magicpin.in/Bangalore/Jayanagar-5Th-Block/Restaurant/Corner-House-Ice-Cream/store/20676/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5263,cisf 8th rb jaipur,14800,11,136,$0.08,4,24,https://magicpin.in/Jaipur/Amer/Grocery/Cisf-Canteen-8th-Rb/store/a7a3b0,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
5264,chinese pearl,12100,25,52,$0.06,4,19,https://magicpin.in/Bangalore/Koramangala/Restaurant/China-Pearl/store/6476/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5265,chicken roll near me,12100,13,181,$0.16,7,11,https://magicpin.in/india/Ghaziabad/Indirapuram/Restaurant/Rolls/,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Restaurant,,,,1
5266,charak diagnostic lucknow,12100,27,25,$0.43,5,13,https://magicpin.in/Lucknow/Chowk/Other/Charak-Diagnostic-Center/store/35a6b4/,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
5267,chai break salt lake,14800,26,52,$0.06,1,10,https://magicpin.in/Kolkata/Sector-5/Restaurant/Chai-Break-Cafe-&-Bar/store/90b684/reviews,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5268,ceylon bake house,9900,24,32,$0.06,3,21,https://magicpin.in/Kochi/Marine-Drive/Restaurant/Ceylon-Bake-House/store/28602c/,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant,,,,1
5269,britannia and company,12100,35,25,$0.10,5,42,https://magicpin.in/Mumbai/Fort/Restaurant/Britannia-and-Company-Restaurant/store/531568/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5270,best disco in goa,12100,41,25,$0.11,4,24,https://magicpin.in/blog/category/food-and-beverage/nightlife-goa,Unknown,Goa,India,West,Unknown,Unknown,,,,1
5271,aroma pure veg restaurant,12100,9,408,$0.20,4,20,https://magicpin.in/Chennai/Nungambakkam/Restaurant/Aroma-Pure-Veg-Restaurant/store/1723b33/menu/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5272,arogya ahaara hsr,12100,28,25,$0.09,5,20,https://magicpin.in/Bangalore/Hsr-Layout-Sector-5/Restaurant/Arogya-Ahaara/store/b5997/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5273,zane's cafe,12100,28,26,$0.14,5,16,https://magicpin.in/Mumbai/Lower-Parel/Restaurant/Zanes-Cafe/store/15a8a49/photos/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5274,wow kulfi,12100,26,32,$0.08,4,21,https://magicpin.in/Kolkata/Science-City-Area/Restaurant/Wow!-Kulfi-By-Wow!-Momo/store/17901ca/delivery/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5275,worldmark 3,12100,40,25,$0.09,4,14,https://magicpin.in/New-Delhi/Worldmark/Other/Worldmark-3/store/1a4953b/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
5276,white town liquors,12100,4,1960,$0.10,3,15,https://magicpin.in/india/Puducherry/White-Town/Liquor-Store/,Puducherry,Puducherry,India,South,Puducherry,Unknown,,,,1
5277,vision one mall,9900,10,181,$0.68,7,35,https://magicpin.in/Pune/Dange-Chowk/Fashion/Vision-One-Mall/store/99470c/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5278,vijaya diagnostic dilsukhnagar,6600,30,25,$0.50,10,16,https://magicpin.in/Hyderabad/Dilsukhnagar/Healthcare/Vijaya-Diagnostic-Centre-Dilsukhnagar-Pathology-and-Radiology-Lab-%7C-Full-Body-Checkup/store/19a7740,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5279,vijay sales vadodara,12100,14,181,$0.04,31,19,https://magicpin.in/Vadodara/Navapura/Electronics/Vijay-Sales/store/5a59a8/,Vadodara,Unknown,Unknown,Unknown,Vadodara,Unknown,,,,1
5280,vegan restaurants bangalore,14800,45,25,$0.18,12,21,https://magicpin.in/blog/india/kolkata/food-and-beverage/best-vegan-restaurants-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5281,veg restaurants in jayanagar bangalore,12100,38,25,$0.05,12,21,https://magicpin.in/india/Bangalore/Jayanagar-4Th-Block/Restaurant/?feat=VEG_ONLY,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5282,ub city mall restaurants,12100,18,90,$0.06,6,22,https://magicpin.in/india/Bangalore/Ub-City-Mall/Restaurant/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5283,nukkad cafe and bar,9900,23,39,$0.10,4,23,https://magicpin.in/New-Delhi/Sda/Restaurant/Nukkad-Cafe-and-Bar/store/16a1972/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
5284,nizam restaurant,9900,19,90,$0.07,2,19,https://magicpin.in/Kolkata/Esplanade/Restaurant/Nizams/store/19c192/menu,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5285,newton's supermarket goa,12100,11,181,$0.09,4,19,https://magicpin.in/Goa/Candolim/Grocery/NewtonS-Supermarket/store/2441c4/,Candolim,Goa,India,West,Candolim,Unknown,,,,1
5286,netflix movies to watch,9900,48,25,$0,1,7,https://magicpin.in/blog/category/entertainment/top-rated-movies-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5287,nearest beverage outlet near me,9900,12,238,$0.06,1,19,https://magicpin.in/india/Kochi/Manackakadavu/Liquor-Store/,Kochi,Unknown,Unknown,Unknown,Kochi,Unknown,,,,1
5288,nand di hatti,12100,16,110,$0.10,2,23,https://magicpin.in/New-Delhi/Chandni-Chowk/Restaurant/Nand-Di-Hatti/store/8a680/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
5289,nakshatra hotel guwahati,12100,22,39,$0.22,8,20,https://magicpin.in/Guwahati/Beltola/Restaurant/Flavors---Hotel-Nakshatra/store/354600/menu/,Guwahati,Unknown,Unknown,Unknown,Guwahati,Restaurant,,,,1
5290,murugan hospital,12100,36,25,$0.06,5,19,https://magicpin.in/Chennai/Kilpauk-Garden/Healthcare/Murugan-Hospitals/store/21033c9,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5291,mezcalita bandra,14800,57,25,$0.07,2,22,https://magicpin.in/Mumbai/Churchgate/Restaurant/Mezcalita/store/1565c93/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5292,melange astris,12100,49,25,$0.65,32,20,https://magicpin.in/Bangalore/Lavelle-Road/Hotel/Melange-Astris/store/2c5003,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel,,,,1
5293,medicine home delivery,12100,22,29,$0.19,72,38,https://magicpin.in/blog/category/health/medicine-home-delivery-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5294,maji sagar tardeo mumbai,12100,18,71,$0.14,2,19,https://magicpin.in/Mumbai/Tardeo,,,,,,,,,,1
5295,leaping windows andheri,9900,21,52,$0.18,3,23,https://magicpin.in/Mumbai/Versova/Restaurant/Leaping-Windows/store/8b0a9/photos,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5296,rustomjee ice cream churchgate,12100,25,32,$0.03,1,23,https://magicpin.in/Mumbai/Churchgate/Restaurant/K.-Rustom-Ice-Cream/store/8b051/menu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5297,reset by plan b sector 29,12100,15,110,$0.12,3,22,https://magicpin.in/Gurgaon/Sector-29/Restaurant/Reset-By-Plan-B/store/1665327/menu,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
5298,red wines in india price,12100,28,25,$0,1,14,https://magicpin.in/blog/category/food-and-beverage/10-best-red-wines-india-along-prices,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5299,ravi talkies square,12100,37,25,$0.29,6,18,https://magicpin.in/Bhubaneswar/Bjb-Nagar/Electronics/Ravi-Cine-Complex/store/9c77b7,Bhubaneswar,Unknown,Unknown,Unknown,Bhubaneswar,Unknown,,,,1
5300,rajouri garden cafe,18100,32,25,$0,1,19,https://magicpin.in/india/New-Delhi/Rajouri-Garden/Restaurant/Cafe/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
5301,radha krishna theatre rt nagar,12100,15,61,$0.05,1,21,https://magicpin.in/Bangalore/Rt-Nagar/Other/Sri-Radhakrishna-Theatre/store/34918b/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5302,pvr cinema kota,12100,16,61,$0.03,5,20,https://magicpin.in/Kota/City-Mall/Restaurant/Pvr-Cinemas/store/9c77b1/,Kota,Unknown,Unknown,Unknown,Kota,Restaurant,,,,1
5303,poona food truck,12100,18,71,$0,1,17,https://magicpin.in/Pune/Senapati-Bapat-Road/Restaurant/Poona-Food-Truck/store/593743/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
5304,planet fitness center near me,8100,22,52,$0.06,1,25,https://magicpin.in/Gurgaon/Gandhi-Nagar/Fitness/Fitness-Planet/store/c78146/,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
5305,pista house suchitra,9900,19,52,$0.52,5,21,https://magicpin.in/Hyderabad/Kompally/Restaurant/Pista-House/store/579435,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5306,phoenix citadel mall mr 10 road junction indore madhya pradesh,12100,13,110,$0.06,3,21,https://magicpin.in/Indore/Phoenix-Citadel-Mall/Other/Phoenix-Citadel-Mall/store/19407ab/,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
