No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
5148,best winery,9900,12,195,$0,1,23,https://lbb.in/pune/vineyards-near-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5149,best website for online shopping,9900,42,20,$0.11,56,72,https://lbb.in/delhi/best-online-shopping-websites/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5150,best running shoes for flat feet,9900,52,20,$0.05,8,23,https://lbb.in/all/best-shoes-flat-feet/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5151,best restaurants in mumbai bandra,9900,23,42,$0.13,3,8,https://lbb.in/mumbai/food-guide-eating-way-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5152,best online shopping sites,9900,41,20,$0.11,56,69,https://lbb.in/delhi/best-online-shopping-websites/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5153,best electronic shopping sites,9900,39,20,$0.21,32,35,https://lbb.in/delhi/electronic-markets-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5154,best buffet in hyderabad,12100,21,42,$0.30,10,12,https://lbb.in/hyderabad/best-buffets/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5155,ber sarai market delhi,9900,21,32,$0.01,1,19,https://lbb.in/places/Ber-Sarai-Market-munirka-7dd98a/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5156,beer to order online,9900,50,20,$0,1,17,https://lbb.in/bangalore/buy-beer-growlers-from-these-places-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5157,beer craft,9900,63,20,$0,1,25,https://lbb.in/mumbai/24different-craft-beers-on-4a735a/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5158,basil with twist,9900,16,90,$0.15,3,22,https://lbb.in/chennai/basil-with-a-twist-european-restaurant-tnagar-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5159,bannerghatta national park timings,12100,26,26,$0,1,8,https://lbb.in/bangalore/bannerghatta-biological-park/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5160,ayurvedic skincare products,9900,73,20,$0.29,26,44,https://lbb.in/delhi/6-ayurvedic-skin-care-products-to-stock-up-on-this-summer/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5161,ayurvedic skin care line,12100,89,20,$0.31,27,57,https://lbb.in/delhi/6-ayurvedic-skin-care-products-to-stock-up-on-this-summer/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5162,amritsari kulcha land,9900,24,23,$0.06,3,23,https://lbb.in/bangalore/amritsari-kulcha-as-authentic-in-b07377/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5163,alcohol names,9900,58,20,$0,1,36,https://lbb.in/delhi/homegrown-alcohol-brands-india/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5164,alcohol bar near me,9900,8,253,$0,1,21,https://lbb.in/delhi/budget-alcohol-bars-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5165,al amanah,9900,30,20,$0.10,1,27,https://lbb.in/bangalore/al-amanah-cafe-34ab0e/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5166,360 degree revolving restaurant,9900,11,253,$0.13,2,23,https://lbb.in/pune/dine-at-punes-first-revolving-9e94aa/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5167,1000 oaks,9900,16,90,$0.14,3,21,https://lbb.in/pune/-d1c5c5/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5168,deepak theater,9900,15,90,$0.17,4,21,https://lbb.in/mumbai/a-revamped-deepak-talkies-50c638/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5169,dastkar,9900,35,20,$0.10,2,39,https://lbb.in/bangalore/bangalore-dastkar-bazaar-indian-handicrafts/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5170,condom brands best,9900,35,20,$0.04,88,26,https://lbb.in/delhi/best-condom-brands-in-india/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5171,coffee shops in pune,9900,13,253,$0.03,4,24,https://lbb.in/pune/post/coffee/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5172,coffee house kolkata,9900,39,20,$0.05,3,26,https://lbb.in/kolkata/indian-coffee-house-for-oldest-cafe-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5173,champagne in india with price,9900,10,195,$0,1,13,https://lbb.in/mumbai/sparkling-wines-inr-2000/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5174,champadali more,9900,40,20,$0.18,4,19,https://merchant.lbb.in/merchant/business-details/Champadali-More-kolkata-cf2ca9,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5175,bridal gowns,12100,24,32,$0.17,64,41,https://lbb.in/bangalore/wedding-gowns-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5176,best facial kit for women,12100,32,20,$0.06,100,42,https://lbb.in/all/best-facial-kits/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5177,holiday club,9900,24,26,$0.50,4,20,https://lbb.in/delhi/holiday-club-e5dbf3/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5178,highway gomantak,9900,15,90,$0.17,2,21,https://lbb.in/mumbai/highway-gomantak-6e6cb0/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5179,happy hour happy,9900,19,58,$0.05,1,46,https://lbb.in/hyderabad/top-happy-hours/+919701923210/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5180,handbags category,9900,73,20,$0.03,50,34,https://lbb.in/bangalore/types-of-bags-every-woman-must-own/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5181,hameedi confectioners,9900,18,74,$0.05,3,19,https://lbb.in/hyderabad/hameedi-confectioners/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5182,h&m black friday sale,9900,21,26,$0.06,98,25,https://lbb.in/delhi/50-off-la-senza-hnm-nykaa-black-friday-sale/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5183,good running shoes for flat feet,9900,29,20,$0.12,11,35,https://lbb.in/all/best-shoes-flat-feet/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5184,good kdramas on netflix,9900,41,20,$0.03,1,45,https://lbb.in/all/romantic-korean-dramas-netflix/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5185,go karting at smaaash,9900,31,20,$0.24,12,20,https://lbb.in/delhi/wonder-speedway-9972e0/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5186,escape room koramangala previously mystery junkies,8100,17,58,$0.19,8,15,https://lbb.in/bangalore/mystery-junkies-new-bel-road/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5187,escape room bangalore,9900,27,22,$0.18,46,17,https://lbb.in/bangalore/live-escape-rooms-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5188,vellanki foods near me,9900,29,21,$0.07,13,16,https://lbb.in/hyderabad/vellanki-foods/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5189,types of dresses for ladies,9900,9,464,$0.01,89,30,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5190,tung fong restaurant kolkata,9900,11,253,$0.17,3,19,https://lbb.in/kolkata/tung-fong-chinese-par-street/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5191,top toner for face,9900,20,50,$0.09,100,29,https://go.lbb.in/pvSG0vMmXPb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5192,top pubs in hyderabad,9900,31,20,$0,3,8,https://lbb.in/hyderabad/post/bars-and-nightlife/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5193,top 10 perfume brands for woman,9900,41,20,$0.06,99,43,https://lbb.in/all/top-perfume-brands/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5194,timings of bannerghatta national park,12100,22,50,$0,1,19,https://lbb.in/bangalore/bannerghatta-biological-park/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5195,thane shopping mall,9900,34,20,$0.04,9,18,https://lbb.in/mumbai/malls-in-thane/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5196,sps biryani house,9900,11,253,$0.07,1,21,https://lbb.in/pune/sps-biryani-house-c36e47/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5197,rustom ice cream,9900,13,195,$0,1,15,https://lbb.in/mumbai/k-rustom-ice-cream/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5198,romantic films of bollywood,9900,55,20,$0.03,1,31,https://lbb.in/all/top-bollywood-rom-coms/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5199,rohini near me,12100,43,20,$0.02,1,19,https://lbb.in/delhi/locality/rohini-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5200,rent a dress,9900,17,111,$0.16,11,23,https://lbb.in/delhi/wedding-clothes-on-rent/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5201,reception looks,9900,8,334,$0.30,3,35,https://lbb.in/all/reception-look-bride/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5202,reception bride look,9900,9,334,$0.03,19,26,https://lbb.in/all/reception-look-bride/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5203,photography course,9900,22,55,$0.62,40,33,https://lbb.in/delhi/top-photography-classes-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5204,pashan pune maharashtra,9900,82,20,$0.08,3,19,https://lbb.in/pune/locality/pashan-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5205,pali village cafe,12100,20,42,$0.07,3,19,https://lbb.in/mumbai/pali-village-cafe-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5206,ozora restaurant kolkata,9900,22,42,$0.58,1,25,https://lbb.in/kolkata/kenilworth-gardenia-e0cbd5/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5207,ovenfresh shivaji park,9900,10,195,$0.09,4,20,https://lbb.in/mumbai/head-ovenfresh-mouth-watering-desserts-delicious-veg-food/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5208,ooty restaurants,9900,29,20,$0.04,11,19,https://lbb.in/bangalore/best-restaurants-ooty/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5209,near me karaoke,8100,9,652,$0.06,3,31,https://lbb.in/hyderabad/karaoke-nights-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5210,mulki surfing,9900,25,26,$0.19,6,15,https://lbb.in/bangalore/surf-schools-karnataka/,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1
5211,monday market,9900,15,111,$0.51,1,26,https://lbb.in/delhi/lbb-market-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5212,momentz,9900,14,148,$0.40,22,20,https://lbb.in/mumbai/momentz-by-dhanraj-3518b7/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5213,mannat shahrukh khan home,9900,5,1603,$0,1,22,https://lbb.in/mumbai/mannat-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5214,mall in thane,9900,41,20,$0.02,6,22,https://lbb.in/mumbai/malls-in-thane/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5215,malai temple in delhi,9900,49,20,$0.04,1,19,https://lbb.in/delhi/malai-mandir-fcc41e/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5216,magnus caverns resort,9900,21,42,$0.09,26,17,https://lbb.in/pune/magnus-caverns-resort-wai/,Pune,Unknown,Unknown,Unknown,Pune,Hotel,,,,1
5217,macofa chocolate factory,12100,43,20,$0.01,1,27,https://lbb.in/places/Macofa-Chocolates-e0d26a/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5218,luxury bag brands,9900,60,20,$0.06,94,24,https://lbb.in/mumbai/buy-bags-mumbai-shopping/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5219,local food markets near me,9900,6,1603,$0.12,1,19,https://lbb.in/pune/farmer-market-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5220,little llama cafe,8100,12,148,$0,1,21,https://lbb.in/delhi/little-llama-cafe-b2696a/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
5221,large breast bras support,6600,18,55,$0.09,1,30,https://lbb.in/all/best-bras-heavy-breasts/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5222,la cabana rooftop bar & grill,9900,30,20,$0.13,2,16,https://lbb.in/chennai/la-cabana-park-elanza-chennai-d6589e/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5223,kitty su new delhi delhi,9900,22,32,$0.07,1,23,https://lbb.in/delhi/kitty-su-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5224,jump and joy trampoline park,9900,20,55,$0.13,5,4,https://lbb.in/pune/trampoline-park-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5225,jss auditorium bangalore,9900,9,253,$0.74,5,19,https://lbb.in/bangalore/jss-auditorium-90fcd9/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5226,indira market road,9900,55,20,$0,1,19,https://go.lbb.in/isZYI4XNeY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5227,indian best rum,9900,18,74,$0,1,16,https://lbb.in/all/best-white-rum-brands/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5228,india beer brands,9900,25,23,$0,1,17,https://lbb.in/bangalore/homegrown-indian-beer-brands-you-need-to-try/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5229,hyderabad best pubs,9900,32,20,$0.02,1,23,https://lbb.in/hyderabad/post/bars-and-nightlife/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5230,dog ngo near me,9900,21,50,$0.26,3,35,https://lbb.in/delhi/animal-shelters-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5231,dhaula kuan in delhi,9900,50,20,$0.05,1,31,https://lbb.in/delhi/locality/dhaula-kuan-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5232,computer parts store near me,12100,67,20,$1.02,18,14,https://lbb.in/delhi/5-shops-nehru-place-computer-market/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5233,clothes laundry near me,9900,20,50,$0.33,38,29,https://lbb.in/mumbai/laundry-services-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5234,chunchanakatte falls,9900,23,42,$0.01,1,21,https://lbb.in/bangalore/check-out-chunchanakatte-falls/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5235,chinatown kolkata,9900,32,20,$0.14,1,23,https://lbb.in/kolkata/five-unforgettable-experiences-chinatown/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5236,champagne in india price,9900,9,253,$0,1,12,https://lbb.in/mumbai/sparkling-wines-inr-2000/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5237,camp pune maharashtra,9900,19,58,$0.22,4,23,https://lbb.in/pune/locality/camp-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5238,boulder hampi,8100,31,20,$0.17,25,34,https://lbb.in/bangalore/bouldering-in-hampi/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5239,boarding for puppies near me,9900,30,20,$0.35,32,19,https://lbb.in/delhi/in-the-dog-house-8-boarding-facilities-pets-dogs-cats-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5240,birla sabhaghar,9900,29,21,$0.04,4,17,https://lbb.in/kolkata/mesmerising-ceremony-of-indian-classical-music-and-dance-gd-birla-sabhaghar-kolkata,,,,,,,,,,
5241,best veg restaurants in hyderabad,9900,34,20,$0.11,9,10,https://lbb.in/hyderabad/vegetarian-restaurants-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5242,best restaurants in bandra,9900,20,50,$0.05,4,9,https://lbb.in/mumbai/food-guide-eating-way-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5243,best biryani in chennai,12100,31,20,$0.51,3,9,https://lbb.in/chennai/best-biryani-places-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5244,best air purifiers home,9900,49,20,$0.27,92,50,https://lbb.in/all/top-air-purifiers-to-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5245,beer from india,9900,31,20,$0,1,21,https://lbb.in/bangalore/homegrown-indian-beer-brands-you-need-to-try/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5246,bangalore fort,9900,20,55,$0,10,24,https://lbb.in/bangalore/bangalore-fort/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5247,bakery bangalore,9900,43,20,$0.26,6,37,https://lbb.in/bangalore/best-cakes-across-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5248,andheri sports complex,9900,16,58,$0.23,2,28,https://lbb.in/mumbai/andheri-sports-complex/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5249,amp vaisaakkhi mall,9900,10,195,$0.11,7,19,https://lbb.in/kolkata/amp-vaisakkhi-mall-41a73d/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5250,amelie's,12100,9,253,$0,1,24,https://lbb.in/chennai/amelies-cafe-and-creamery-alwarpet-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
5251,amb mall hyderabad,12100,10,253,$0.09,1,17,https://lbb.in/hyderabad/things-to-do-sarath-city-capital-mall/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5252,alamparai fort,9900,58,20,$0.04,1,26,https://lbb.in/chennai/alamparai-fort-ecr-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5253,zumba classes,9900,12,253,$0.09,2,26,https://lbb.in/kolkata/zumba-classes-in-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5254,dariba kalan,9900,5,1603,$0.33,3,21,https://lbb.in/delhi/dariba-kalan-silver-old-delhi-baubles/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5255,coffee shop pune,9900,26,26,$0.03,4,24,https://lbb.in/pune/best-coffee-places-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5256,carter road bandra,9900,19,58,$0,1,16,https://lbb.in/mumbai/bandra-carter-road-social/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5257,cafes near me within 800m,9900,34,20,$0.04,28,24,https://lbb.in/bangalore/cafes-where-you-can-work-with-free-wifi/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
5258,cafes in andheri,9900,23,32,$0.03,6,22,https://lbb.in/mumbai/post/cafes?locality=andheri-west-mumbai&utm_campaign=shareFromApp&utm_medium=shareProduct/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
5259,cafe de paris club,9900,62,20,$0.35,3,31,https://lbb.in/chennai/caf-de-paris-6f6825/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5260,cafe dali,9900,18,58,$0.08,1,22,https://lbb.in/delhi/ristorante-by-dali-review/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5261,branded bags brand,9900,37,20,$0.04,98,31,https://lbb.in/mumbai/buy-bags-mumbai-shopping/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5262,blue lagoon inn resort,9900,48,20,$0.18,10,22,https://lbb.in/bangalore/blue-lagoon-island-mysore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5263,top 10 perfume brands for women,9900,65,20,$0.07,99,41,https://lbb.in/all/top-perfume-brands/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5264,summer house,9900,32,20,$0.44,20,45,https://lbb.in/delhi/summer-house-cafe-hauz-khas/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
5265,spesso restaurant,9900,18,50,$0.15,2,21,https://lbb.in/mumbai/spesso-gourmet-kitchen-64ff14/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5266,silver plaza,9900,31,20,$0.33,5,20,https://lbb.in/bangalore/silver-plaza-commercial-street/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5267,shanmukha temple,9900,47,20,$0.13,4,19,https://lbb.in/bangalore/shrungagiri-shanmukha-3e7fb5/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5268,sector 29 gurgaon pubs and bars,9900,40,20,$0.11,5,21,https://lbb.in/delhi/post/bars-and-nightlife?locality=sector-29-gurgaon,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5269,sector 15 market faridabad haryana,9900,42,20,$0.04,1,19,https://lbb.in/delhi/locality/sector-15-faridabad/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5270,royal calcutta golf club kolkata,9900,58,20,$0.14,3,25,https://lbb.in/kolkata/cup-tee-ace-backswing-golf-courses-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5271,roastery,8100,28,26,$2.04,2,34,https://lbb.in/places/The-Roastery-Coffee-House-hyderabad-60d8c8/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5272,rick's,9900,67,20,$0,1,44,https://lbb.in/places/Ricks-india-gate-4be326/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5273,restaurants rooftop,12100,8,464,$0.06,3,28,https://lbb.in/hyderabad/best-rooftop-restaurants-hyderabad-2023/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
5274,restaurants in park street,12100,17,58,$0,1,9,https://lbb.in/kolkata/10-must-visit-restaurants-park-street/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
5275,pubs mg road,9900,12,195,$0.04,9,38,https://lbb.in/bangalore/pubs-mg-road-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5276,palmwoods retreat,9900,23,26,$0.13,13,25,https://lbb.in/pune/palmwoods-retreat-b538bd/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
5277,pali bhavan restaurant,12100,11,195,$0.52,2,19,https://lbb.in/mumbai/the-most-stunning-setting-for-indian-food-and-local-wines-in-pali-bc8424/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5278,paharganj market location,9900,7,334,$0,1,19,https://lbb.in/delhi/where-to-shop-in-paharganj-on-a-budget/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
5279,oven fresh restaurant dadar,9900,19,50,$0.09,4,21,https://lbb.in/mumbai/head-ovenfresh-mouth-watering-desserts-delicious-veg-food/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5280,om collection unit 5,8100,23,26,$0.41,5,12,https://lbb.in/bangalore/om-collections-om-branded-4d20dc/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5281,non alcoholic drinks,9900,32,20,$0.02,23,42,https://lbb.in/bangalore/non-alcoholic-drinks-beer-top-brands/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5282,nearest beach to hyderabad,9900,40,20,$0.12,1,26,https://lbb.in/hyderabad/beaches-around-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5283,nearest beach from hyderabad,9900,44,20,$0.12,1,21,https://lbb.in/hyderabad/beaches-around-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5284,nearby tourist places from hyderabad,9900,45,20,$0.13,23,24,https://lbb.in/hyderabad/weekend-getaways-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
5285,nearby delhi resorts,12100,19,74,$0.24,96,22,https://lbb.in/delhi/resorts-near-delhi-ncr/,Delhi,Delhi,India,North,Delhi,Hotel,,,,1
5286,names of malayalam movies,9900,29,21,$0,1,30,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5287,millennium park kolkata west bengal,9900,18,74,$0.05,1,23,https://lbb.in/kolkata/millennium-park-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5288,men shoes near me,1000,15,111,$0.06,46,26,https://lbb.in/bangalore/best-mens-shoes-footwear-stores-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5289,mannat house of shahrukh khan,9900,7,1603,$0,1,26,https://lbb.in/mumbai/mannat-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5290,mandapeshwar caves,9900,44,20,$0.10,3,23,https://lbb.in/mumbai/mandapeshwar-caves-4eeb52/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5291,lil flea market bkc,9900,18,50,$0,1,22,https://lbb.in/mumbai/lil-flea-bandra-october/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5292,kolkata water park,12100,34,20,$0.07,1,17,https://lbbstatic.lbb.in/kolkata/water-parks-in-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
5293,kapila hotel pune,9900,74,20,$0.26,14,20,https://lbb.in/pune/kapila-resorts-92618b/,Pune,Unknown,Unknown,Unknown,Pune,Hotel,,,,1
5294,kalyani courtyard,8100,37,20,$0.11,6,26,https://lbb.in/bangalore/wedding-venues-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
5295,elco arcade,9900,9,464,$0.18,8,17,https://lbb.in/mumbai/elco-arcade-ca5573/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
5296,dress shoe for men near me,1000,13,195,$0.06,46,30,https://lbb.in/chennai/shoe-stores-for-men-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
5297,diwali outfits,9900,17,58,$0.10,97,50,https://lbb.in/all/diwali-outfit-ideas/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
5298,discovery village,9900,12,195,$0.18,8,23,https://lbb.in/bangalore/holiday-at-the-discovery-village-resort-kanakpura/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel,,,,1
5299,different types of bags,9900,25,32,$0.03,54,30,https://lbb.in/bangalore/types-of-bags-every-woman-must-own/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
