No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
4677,cafes in c scheme,14800,11,378,$0,11,13,https://www.district.in/dining/jaipur/c-scheme-cafe-c-scheme
4678,bookmyshow mohali,12100,13,111,$0.03,2,21,https://www.district.in/movies/pvr-mohali-walk-sector-62-mohali-in-mohali-CD1034377
4679,bob's bar jp nagar,14800,6,1440,$0.22,1,21,https://www.district.in/dining/bangalore/bobs-bar-1-jp-nagar-bangalore
4680,big district in kerala,14800,44,31,$0,1,29,https://www.district.in/events/isl-2025-26-kerala-blasters-fc-vs--mohammedan-sc-buy-tickets
4681,bengaluru bhavan,12100,16,167,$0.37,4,21,https://www.district.in/dining/hyderabad/bengaluru-bhavan-kondapur
4682,balaji store,14800,73,31,$0.12,2,19,https://www.district.in/movies/bengaluru-movie-tickets
4683,anand restaurant,12100,33,31,$0.04,2,23,https://www.district.in/
4684,21 september 2025,14800,86,31,$0,1,25,https://www.district.in/movies/upcoming-movies
4685,2025 movie release,14800,8,500,$0,1,65,https://www.district.in/movies/upcoming-movies
4686,soy soi,14800,16,111,$0,3,23,https://www.district.in/dining/chennai/soy-soi-kotturpuram
4687,shree ji restaurant,12100,20,82,$0.08,4,20,https://www.district.in/dining/ncr/shree-ji-restaurant-rohini-new-delhi
4688,shiva bollywood movie,14800,9,378,$0,1,21,https://www.district.in/movies/shiva-bollywood-theater-purani-basti-bus-stand-baloda-bazar-in-baloda-bazar-CD9734
4689,sabar bonda,14800,13,222,$0,1,43,https://www.district.in/movies/sabar-bonda-movie-tickets-in-rahata-MV206150
4690,restaurants in trivandrum city,12100,29,31,$0.07,2,28,https://www.district.in/
4691,release dates for movies,14800,2,2397,$3.18,1,90,https://www.district.in/movies/upcoming-movies
4692,ranchi cinema,12100,6,1440,$0.01,1,22,https://www.district.in/movies/ranchi-movie-tickets
4693,ramoji film city ticket counter,14800,21,48,$0.14,4,29,https://www.district.in/events/ramoji-studio-tour-jan23-2025-buy-tickets
4694,raja theatre pondicherry,14800,4,975,$0,1,18,https://www.district.in/movies/raja-talkies-a-c-dts-sony-4k-puducherry-in-puducherry-CD1037506
4695,pvr cinema vijayawada,14800,6,694,$0.07,6,18,https://www.district.in/movies/pvr-ripples-mall-mg-road-vijaywada-in-vijayawada-CD1023468
4696,purple martini goa,14800,9,975,$0.28,1,18,https://www.district.in/dining/goa/purple-martini-seaside-lounge-and-restobar-anjuna
4697,pathirathri movie,14800,9,694,$0.23,2,32,https://www.district.in/movies/pathirathri-movie-tickets-MV207780
4698,paras cinemas,12100,5,1440,$0.37,4,18,https://www.district.in/movies/inox-coca-cola-imax-paras-nehru-place-delhi-in-new-delhi-CD1018957
4699,padayappa film,5400,26,35,$0,1,32,https://www.district.in/movies/padayappa-1999-movie-tickets-MV211242
4700,online movies website free,14800,50,31,$0.23,1,59,https://www.district.in/movies/
4701,yuva hindi film,18100,16,134,$0,1,42,https://www.district.in/movies/yuva-2004-movie-tickets-MV215494
4702,toxic 2026,9900,13,291,$0,1,43,https://www.district.in/movies/toxic-a-fairy-tale-for-grown-ups-movie-tickets-MV168613
4703,the boho house cocktail bar,9900,7,975,$0.05,5,23,https://www.district.in/dining/pune/the-boho-house-cocktail-bar-balewadi
4704,l g rock cafe,18100,8,975,$0.18,3,32,https://www.district.in/dining/ncr/lg-rock-cafe-qutab-institutional-area-new-delhi
4705,krishna kuteera,14800,12,291,$0,3,23,https://www.district.in/dining/bangalore/krishna-kuteera-bommanahalli-bangalore
4706,karthikeyan theatre,14800,7,694,$0.02,1,20,https://www.district.in/movies/karthikeyan-theatre-near-km-photo-solutions-kaveripattinam-in-karimangalam-CD1033352
4707,kairali restaurant,12100,9,694,$0.08,3,22,https://www.district.in/dining/bangalore/kairali-restaurant-bommasandra
4708,jalaram khaman house,9900,20,87,$0.34,3,19,https://www.district.in/dining/ahmedabad/shri-jay-jalaram-khaman-house-1-mani-nagar
4709,inox sunny trade center,14800,2,2397,$0.02,1,21,https://www.district.in/movies/inox-sunny-trade-center-mansarovar-jaipur-in-jaipur-CD1024431
4710,inox mall of mysore,8100,2,2397,$0.03,5,20,https://www.district.in/movies/inox-mall-of-mysore-mg-road-mysuru-in-mysuru-CD1023556
4711,i dreams theatre,12100,4,975,$0.09,1,37,https://www.district.in/movies/idream-cinemas-4k-rgb-laser-royapuram-chennai-in-chennai-CD1037502
4712,hyderabad central,14800,8,500,$0.24,4,24,https://www.district.in/movies/pvr-panjagutta-central-mall-hyderabad-in-hyderabad-CD1022251
4713,gullu's,12100,9,500,$0,1,22,https://www.district.in/dining/ncr/gullus-dlf-phase-4-gurgaon
4714,ganesh talkies,14800,32,31,$0.01,6,24,https://www.district.in/movies/ganesh-talkies-near-lord-shiva-temple-athagarh-in-banki-CD9610
4715,laser tag,14800,9,694,$0.22,6,24,https://www.district.in/events/g-sector-laser-tag-chennai-2025-buy-tickets
4716,de de pyaar de 2 cast,14800,11,291,$0,1,27,https://www.district.in/movies/de-de-pyaar-de-2-movie-tickets-MV171264
4717,dadar plaza cinema,14800,4,975,$0.08,1,19,https://www.district.in/movies/plaza-cinema-dadar-w-mumbai-in-mumbai-CD2847
4718,cricket wpl,18100,11,291,$0,1,48,https://www.district.in/events/womens-premier-league-2026-team
4719,cooperage football ground,14800,51,31,$0.18,5,15,https://www.district.in/play/cooperage-big-turf-churchgate-churchgate-mumbai-slots-booking
4720,city mall movie theatre,14800,4,1440,$0.01,1,21,https://www.district.in/movies/cinema-near-me
4721,cast of vash,12100,8,975,$0,1,26,https://www.district.in/movies/vash-level-2-movie-tickets-MV188260
4722,cast of kanchana 3,14800,9,291,$0,1,24,https://www.district.in/movies/kanchana-3-movie-tickets-MV657
4723,cafe dori,14800,21,82,$0,5,24,https://www.district.in/dining/ncr/cafe-dori-sector-59-gurgaon
4724,bookmyshow mehsana,12100,27,31,$0.01,1,21,https://www.district.in/movies/mehsana-movie-tickets
4725,bmg mall rewari haryana,14800,3,1440,$0.13,3,18,https://www.district.in/movies/bmg-cinema-bmg-mall-leo-chowk-rewari-in-rewari-CD5105
4726,beach terrace,9900,16,134,$0.40,1,35,https://www.district.in/dining/chennai/the-beach-terrace-bay-bar-kitchen-injambakkam
4727,balaghat miraj cinema,14800,8,291,$0,1,21,https://www.district.in/movies/miraj-cinemas-kalpataru-mall-balaghat-in-balaghat-CD167
4728,asian mukta a2 cinemas sensation,14800,3,1440,$0.22,10,19,https://www.district.in/movies/asian-mukta-a2-cinemas-mjr-square-narapally-in-hyderabad-CD1041683
4729,andheri restaurants,14800,73,31,$0.09,5,25,https://www.district.in/events/music-in-mumbai-book-tickets
4730,entertainment park in delhi,14800,5,2397,$0.06,4,15,https://www.district.in/activities/theme-parks-in-delhi-ncr/
4731,delhi area,14800,92,31,$0.02,1,42,https://www.district.in/events/anime-india-delhi-2026-buy-tickets
4732,zomato district,14800,1,4499,$0.19,3,23,https://www.district.in/
4733,wow noida ticket price,14800,2,2397,$0.17,1,14,https://www.district.in/events/worlds-of-wonder-wow-water-park-buy-tickets
4734,west in delhi,14800,111,31,$0.14,1,31,https://www.district.in/events/ye-live-in-india-2026-buy-tickets
4735,west delhi india,14800,65,31,$0.12,1,39,https://www.district.in/events/ye-live-in-india-2026-buy-tickets
4736,vijay store,14800,38,31,$0.15,3,19,https://www.district.in/events/thalapathified-tamil-singalong-jamming-bangalore-may17-2026-buy-tickets
4737,vaibhav theatre 4k 3d,12100,7,694,$0.15,15,20,https://www.district.in/movies/vaibhav-digital-4k-dolby-7-1-sanjaynagar-bengaluru-in-bengaluru-CD1049257
4738,top restaurants in gurgaon,14800,31,31,$0.20,8,12,https://www.district.in/events/nightlife-in-gurgaon-book-tickets
4739,pvr juhu,14800,2,2397,$0.06,3,23,https://www.district.in/movies/pvr-dynamix-juhu-mumbai-in-navi-mumbai-CD1018522
4740,priyadarshini grand,9900,11,378,$0.16,5,19,https://www.district.in/dining/bangalore/priyadarshini-grand-basaveshwara-nagar
4741,predator badlands release date,14800,23,48,$0,1,26,https://www.district.in/movies/predator-badlands-movie-tickets-MV185586
4742,plantain leaf restaurant tirupati,12100,9,694,$0.40,3,19,https://www.district.in/dining/tirupati/plantain-leaf-pai-viceroy-tirumala
4743,phule,14800,10,500,$0,1,38,https://www.district.in/movies/phule-movie-tickets-MV172421
4744,pco vasant vihar,12100,7,975,$0.52,3,28,https://www.district.in/dining/ncr/pco-vasant-vihar-new-delhi
4745,pco delhi,12100,27,34,$0.19,4,28,https://www.district.in/dining/ncr/pco-vasant-vihar-new-delhi
4746,padayappa tamil movie,5400,18,87,$0,1,28,https://www.district.in/movies/padayappa-1999-movie-tickets-MV211242
4747,nido craft kitchen & bar,12100,8,694,$0.16,7,19,https://www.district.in/dining/bangalore/nido-craft-kitchen-bar-sahakara-nagar-bangalore
4748,next galleria mall musarambagh,9900,9,291,$0.55,4,19,https://www.district.in/events/bustterz-next-galleria-mall-musarambagh-2025-buy-tickets
4749,new movie releases tollywood,14800,4,2397,$0.02,1,39,https://www.district.in/movies/upcoming-telugu-movies
4750,napoli jaipur,14800,8,694,$0.08,5,22,https://www.district.in/dining/jaipur/napoli-pizzeria-bistro-c-scheme
4751,museum of illusions new delhi tickets,22200,6,975,$0.20,19,17,https://www.district.in/events/museum-of-illusions-new-delhi-2026-buy-tickets
4752,mr x movie,9900,10,500,$0.17,1,25,https://www.district.in/movies/mr-x-movie-tickets-MV162388
4753,movies in chennai,12100,4,1440,$0.02,4,18,https://www.district.in/movies/chennai-movie-tickets
4754,movie yuva,14800,39,31,$0,1,37,https://www.district.in/movies/yuva-2004-movie-tickets-MV215494
4755,movie in chennai,14800,5,1440,$0.02,4,56,https://www.district.in/movies/chennai-movie-tickets
4756,miraj cinemas fun fiesta,12100,4,975,$0.06,1,20,https://www.district.in/movies/miraj-cinemas-funfiesta-nalasopara-w-in-mumbai-CD59121
4757,miraj cinema jaipur,12100,3,1440,$0.02,3,20,https://www.district.in/movies/miraj-cinemas-entertainment-paradise-jaipur-in-jaipur-CD9149
4758,milan cinema,14800,4,975,$0,2,23,https://www.district.in/movies/milan-cinemas-2k-3d-dolby-7-1-nayadikunnu-mannarkkad-in-palakkad-CD1039949
4759,mantri square movie,14800,2,2397,$0.02,1,21,https://www.district.in/movies/inox-mantri-square-malleshwaram-bengaluru-in-bengaluru-CD1020725
4760,ganesh talkies,14800,32,31,$0.01,6,24,https://www.district.in/movies/ganesh-talkies-near-lord-shiva-temple-athagarh-in-banki-CD9610
4761,laser tag,14800,9,694,$0.22,6,24,https://www.district.in/events/g-sector-laser-tag-chennai-2025-buy-tickets
4762,de de pyaar de 2 cast,14800,11,291,$0,1,27,https://www.district.in/movies/de-de-pyaar-de-2-movie-tickets-MV171264
4763,dadar plaza cinema,14800,4,975,$0.08,1,19,https://www.district.in/movies/plaza-cinema-dadar-w-mumbai-in-mumbai-CD2847
4764,cricket wpl,18100,11,291,$0,1,48,https://www.district.in/events/womens-premier-league-2026-team
4765,cooperage football ground,14800,51,31,$0.18,5,15,https://www.district.in/play/cooperage-big-turf-churchgate-churchgate-mumbai-slots-booking
4766,city mall movie theatre,14800,4,1440,$0.01,1,21,https://www.district.in/movies/cinema-near-me
4767,cast of vash,12100,8,975,$0,1,26,https://www.district.in/movies/vash-level-2-movie-tickets-MV188260
4768,cast of kanchana 3,14800,9,291,$0,1,24,https://www.district.in/movies/kanchana-3-movie-tickets-MV657
4769,cafe dori,14800,21,82,$0,5,24,https://www.district.in/dining/ncr/cafe-dori-sector-59-gurgaon
4770,bookmyshow mehsana,12100,27,31,$0.01,1,21,https://www.district.in/movies/mehsana-movie-tickets
4771,bmg mall rewari haryana,14800,3,1440,$0.13,3,18,https://www.district.in/movies/bmg-cinema-bmg-mall-leo-chowk-rewari-in-rewari-CD5105
4772,beach terrace,9900,16,134,$0.40,1,35,https://www.district.in/dining/chennai/the-beach-terrace-bay-bar-kitchen-injambakkam
4773,balaghat miraj cinema,14800,8,291,$0,1,21,https://www.district.in/movies/miraj-cinemas-kalpataru-mall-balaghat-in-balaghat-CD167
4774,entertainment park in delhi,14800,5,2397,$0.06,4,15,https://www.district.in/activities/theme-parks-in-delhi-ncr/
4775,delhi area,14800,92,31,$0.02,1,42,https://www.district.in/events/anime-india-delhi-2026-buy-tickets
4776,asian mukta a2 cinemas sensation,14800,3,1440,$0.22,10,19,https://www.district.in/movies/asian-mukta-a2-cinemas-mjr-square-narapally-in-hyderabad-CD1041683
4777,andheri restaurants,14800,73,31,$0.09,5,25,https://www.district.in/events/music-in-mumbai-book-tickets
4778,uttar dakshin by naivedhyam,9900,12,378,$0.23,8,20,https://www.district.in/dining/nagpur/uttar-dakshin-by-naivedhyam-1-pratap-nagar
4779,turf cricket,12100,5,4499,$0.66,1,22,https://www.district.in/play/box-cricket-turfs-in-gurgaon
4780,truffles bangalore kalyan nagar,14800,5,1440,$0.11,5,21,https://www.district.in/dining/bangalore/truffles-kalyan-nagar
4781,trampoline park hyderabad,12100,9,500,$0.04,7,19,https://www.district.in/activities/theme-parks-in-hyderabad/
4782,time pass,14800,38,31,$0.13,1,30,https://www.district.in/movies/timepass-movie-tickets-MV200478
4783,the mahabharata book,14800,73,31,$0.01,89,36,https://www.district.in/events/mere-krishn-a-live-theatrical-experience-of-shree-krishns-life-ahmedabad-2026-buy-tickets
4784,tere naam 2 film release date,14800,26,34,$0,1,32,https://www.district.in/movies/
4785,skylight cinema,9900,6,500,$0.10,5,21,https://www.district.in/movies/skylit-cinemas-sahara-mall-gurugram-in-gurgaon-CD1039765
4786,sky thru rooftop restaurant,9900,19,82,$0.02,5,27,https://www.district.in/dining/chennai/sky-thru-porur
4787,shiva film,14800,27,34,$0,1,40,https://www.district.in/movies/shiva-ganga-theatres-4k-gaddiannaram-formerly-asian-shiva-ganga-hyderabad-in-hyderabad-CD1102147
4788,shantiniketan mall,12100,14,167,$0.23,2,22,https://www.district.in/movies/cinepolis-nexus-shantiniketan-thigalarapalya-bengaluru-in-bengaluru-CD7508
4789,sarovar portico surajkund,9900,35,31,$0.21,26,21,https://www.district.in/dining/ncr/panoramic-the-sarovar-portico-surajkund-suraj-kund-faridabad
4790,sagar sweets restaurant,9900,9,500,$0.36,7,19,https://www.district.in/dining/jamshedpur/sagar-sweets-1-gamharia
4791,reset by plan b,27100,12,500,$0,7,16,https://www.district.in/dining/ncr/reset-by-plan-b-sector-83-gurgaon
4792,rangoli ice cream,14800,18,134,$0,1,18,https://www.district.in/dining/ahmedabad/rangoli-ice-cream-gurukul
4793,woodside inn bandra,12100,46,31,$0.25,4,19,https://www.district.in/dining/mumbai/woodside-inn-colaba
4794,mango cinema,12100,2,2397,$0.01,1,26,https://www.district.in/movies/mango-plus-cinemas-nikol-ahmedabad-in-ahmedabad-CD1004161
4795,maharaja multiplex in erode,14800,19,63,$0,1,24,https://www.district.in/movies/chhotu-maharaj-cinema-puthur-erode-in-erode-CD1049135
4796,maadeva,9900,10,500,$0,1,27,https://www.district.in/movies/maadeva-movie-tickets-MV198948
4797,lik movie download,8100,8,378,$0.11,1,25,https://www.district.in/movies/lik-love-insurance-kompany-movie-tickets-MV177390
4798,kung fu panda 5,9900,8,975,$0,1,33,https://www.district.in/movies/kung-fu-panda-5-movie-tickets-in-pali-MV186831
4799,kitty su club mumbai,14800,19,82,$0.14,3,24,https://www.district.in/dining/KittySuMumbai
4800,kalpetta new bus stand,9900,28,34,$0.09,2,19,https://www.district.in/dining/kalpetta/new-form-restaurant-kalpetta-locality
4801,kaa,12100,8,694,$0,1,34,https://www.district.in/movies/kaa-the-forest-movie-tickets-in-malur-MV171806
4802,jewel of nizam the minar,14800,13,222,$0.18,4,15,https://www.district.in/dining/hyderabad/jewel-of-nizam-the-minar-the-golkonda-resort-gandipet
4803,jaipur malviya nagar,12100,93,31,$0.26,6,21,https://www.district.in/events/naram-lehja-20-by-kanha-kamboj-jun4-2026-buy-tickets
4804,jaan 1996 movie,14800,12,378,$0,1,33,https://www.district.in/movies/jaan-1996-movie-tickets-MV144013
4805,innocent movie malayalam,1900,8,694,$0,1,24,https://www.district.in/movies/innocent-movie-tickets-MV208043
4806,indus flavour,14800,18,134,$0.22,1,23,https://www.district.in/dining/ncr/indus-flavour-proudly-vegetarian-karkardooma-new-delhi
4807,idream cinemas chennai,12100,3,1440,$0.09,1,21,https://www.district.in/movies/idream-cinemas-4k-rgb-laser-royapuram-chennai-in-chennai-CD1037502
4808,ramoji film city hyderabad telangana,14800,42,31,$0.15,5,40,https://www.district.in/events/ramoji-studio-tour-jan23-2025-buy-tickets
4809,private movie,14800,10,500,$0.04,1,16,https://www.district.in/movies/private-movie-tickets-MV207451
4810,picture picture,14800,62,31,$0.24,1,72,https://www.district.in/movies/picture-boyz-movie-tickets-in-neelapalle-MV218974
4811,mr tea cafe,12100,10,694,$0.17,2,28,https://www.district.in/dining/kota/mr-tea-cafe-sangam-1-rk-puram-e
4812,movie theater chennai,14800,7,975,$0.03,2,59,https://www.district.in/movies/chennai-movie-tickets
4813,movie release by date,14800,2,2397,$3.18,1,85,https://www.district.in/movies/upcoming-movies
4814,movie max,14800,7,975,$0.01,1,20,https://www.district.in/movies/moviemax-pr-mall-wall-tax-road-chennai-in-chennai-CD1102281
4815,miraj anupam cinemas goregaon,14800,3,2397,$0.27,3,20,https://www.district.in/movies/miraj-cinemas-anupam-mall-goregaon-e-in-mumbai-CD1480
4816,dubai khalifa tickets,14800,13,222,$0.54,28,45,https://www.district.in/events/at-the-top-burj-khalifa-buy-tickets
4817,dhumketu movie download,50,19,75,$0,1,13,https://www.district.in/movies/dhumketu-movie-tickets-MV201964
4818,delhi lucknow,18100,66,31,$0.21,31,35,https://www.district.in/events/ipl-ticket-booking
4819,dd d d,14800,16,134,$0,1,30,https://www.district.in/movies/bharat-dd-plex-asfabad-firozabad-in-firozabad-CD24971
4820,csk vs kkr tickets,1000,3,1440,$0.09,18,21,https://www.district.in/events/chennai-super-kings-team
4821,copper kitchen porur,14800,6,694,$0.07,4,19,https://www.district.in/dining/chennai/copper-kitchen-porur
4822,citi centre,14800,6,500,$0.24,5,26,https://www.district.in/movies/inox-chennai-citi-centre-mylapore-chennai-in-kolathur-CD1020774
4823,cast of maharani,14800,10,378,$0,1,29,https://www.district.in/movies/maharani-movie-tickets-in-vele-MV198043
4824,cast of devil's double next level,9900,8,500,$0,1,35,https://www.district.in/movies/devil-s-double-next-level-movie-tickets-MV188696
4825,cast of de de pyaar de,12100,9,378,$0,1,42,https://www.district.in/movies/de-de-pyaar-de-2019-movie-tickets-MV681
4826,carnatic cafe sunder nursery,18100,9,500,$0.47,2,31,https://www.district.in/dining/ncr/carnatic-cafe-sunder-nagar-new-delhi
4827,bookmyshow tirunelveli,14800,24,32,$0.02,1,22,https://www.district.in/movies/tirunelveli-movie-tickets
4828,fountain restaurant,14800,11,694,$0,1,22,https://www.district.in/dining/ahmedabad/the-fountain-chandkheda
4829,filmy filmy 2026,9900,8,378,$0,1,26,https://www.district.in/movies/upcoming-hindi-movies
4830,films by release date,14800,5,975,$0.01,1,72,https://www.district.in/movies/upcoming-movies
4831,film release calendar,14800,5,694,$3.18,1,90,https://www.district.in/movies/upcoming-hindi-movies
4832,downtown mall new town,14800,3,1440,$0.05,4,19,https://www.district.in/movies/pvr-uniworld-downtown-mall-new-town-kolkata-in-kolkata-CD1022284
4833,cast of the conjuring,18100,10,291,$0,1,56,https://www.district.in/movies/the-conjuring-last-rites-movie-tickets-MV175734
4834,cast of thammudu,9900,10,378,$0,1,26,https://www.district.in/movies/thammudu-movie-tickets-MV172434
4835,bhavnagar maxus,14800,5,694,$0,1,21,https://www.district.in/movies/maxus-cinema-bhavnagar-in-bhavnagar-CD1102110
4836,bharjari bhojana,9900,8,975,$0.51,7,32,https://www.district.in/dining/bangalore/bharjari-bhojana-2-malleshwaram-bangalore
4837,baan phad thai,8100,17,134,$1.05,4,22,https://www.district.in/dining/bangalore/baan-phad-thai-indiranagar-bangalore
4838,al wadi yemeni restaurant,12100,7,1440,$0.21,7,27,https://www.district.in/dining/hyderabad/al-wadi-yemeni-restaurant-tolichowki
4839,akshay kumar bhoot bangla,14800,10,500,$0,1,35,https://www.district.in/movies/bhooth-bangla-movie-tickets-MV177766
4840,worlds of wonder ticket price,14800,2,2397,$0.24,1,10,https://www.district.in/events/worlds-of-wonder-wow-water-park-buy-tickets
4841,water world,14800,29,35,$0.08,2,41,https://www.district.in/events/fun-world-amusement-park-bengaluru-2025-buy-tickets
4842,the tanjore tiffin room bandra,12100,8,975,$0.17,12,23,https://www.district.in/dining/mumbai/the-tanjore-tiffin-room-pali-hill-bandra-west
4843,tata ipl match,12100,10,378,$0.03,1,62,https://www.district.in/events/ipl-ticket-booking
4844,tamil new movies list,14800,14,134,$0.58,1,57,https://www.district.in/movies/tamil-movies-tickets-in-chennai
4845,yuva bollywood movie,18100,16,111,$0,1,47,https://www.district.in/movies/yuva-2004-movie-tickets-MV215494
4846,yo tibet,9900,7,975,$0.39,5,19,https://www.district.in/dining/ncr/yo-tibet-safdarjung-new-delhi
4847,new telugu cinema releases,14800,23,39,$0.02,1,37,https://www.district.in/movies/kakinada-movie-tickets
4848,movies release dates,14800,2,2397,$0.09,1,72,https://www.district.in/movies/upcoming-movies
4849,mohan ji puri wale,12100,25,48,$0,1,25,https://www.district.in/dining/haridwar/mohan-ji-puri-wale-ranipur
4850,minerva cinemas,14800,1,4499,$0.12,1,23,https://www.district.in/movies/minerva-empire-cinemaz-chandamukku-kottarakara-in-kottarakara-CD3906
4851,private movies,14800,5,975,$0.04,1,19,https://www.district.in/movies/private-movie-tickets-MV207451
4852,pjp jamshedpur,12100,3,1440,$0.02,1,21,https://www.district.in/movies/pjp-cinepolis-city-centre-mall-mauja-jamshedpur-in-jamshedpur-CD26785
4853,pizzeria,14800,19,82,$0.30,2,36,https://www.district.in/dining/vadodara/infi-pizzeria-manjalpur
4854,padaiyaanda maaveeraa,14800,9,694,$0,1,22,https://www.district.in/movies/padaiyaanda-maaveeraa-movie-tickets-MV206174
4855,o romeo cast,9900,10,378,$0,1,29,https://www.district.in/movies/o-romeo-movie-tickets-MV206123
4856,new movies in theaters telugu,14800,6,1440,$0.03,1,43,https://www.district.in/movies/telugu-movies-tickets-in-hyderabad
4857,new malayalam movies 2025,12100,37,31,$0,1,28,https://www.district.in/movies/upcoming-malayalam-movies
4858,g t world mall,14800,6,500,$0.03,1,24,https://www.district.in/movies/pvr-gt-world-mall-magadi-road-bengaluru-in-bengaluru-CD1022303
4859,fun food water park,1900,10,694,$0,1,35,https://www.district.in/events/fun-n-food-water-park-summer-offers-jun3-2025-buy-tickets
4860,frame cinema thanjavur,9900,8,291,$0.10,1,21,https://www.district.in/movies/thanjavur-movie-tickets
4861,films in theatres,14800,5,1440,$0.02,3,48,https://www.district.in/movies/cinema-near-me
4862,east bengal match today,14800,14,167,$0,1,25,https://www.district.in/events/sports-events-in-kolkata-book-tickets
4863,east 7th pizza & deli,9900,8,694,$0.32,6,26,https://www.district.in/dining/mumbai/east-7th-pizza-deli-hill-road-bandra-west
4864,download tamil movies website,14800,35,31,$0,1,31,https://www.district.in/movies/
4865,devi movie in tamil,14800,30,31,$0.02,1,43,https://www.district.in/movies/devi-cineplex-anna-salai-chennai-in-chennai-CD4184
4866,cricket nets near me,14800,5,2397,$0.81,8,12,https://www.district.in/play/cricket-nets-in-gurgaon
4867,combermere shimla,14800,43,29,$0.20,54,22,https://www.district.in/dining/shimla/hotel-combermere-longwood
4868,cinepolis gravity mall,9900,2,2397,$0.07,6,20,https://www.district.in/movies/cinepolis-gravity-mall-patna-in-patna-CD1054545
4869,chappal shops near me,14800,22,48,$0.05,17,17,https://www.district.in/stores/footwear-stores-in-gurgaon
4870,ccd square,14800,13,291,$0.15,4,19,https://www.district.in/dining/ncr/the-square-by-cafe-coffee-day-connaught-place-new-delhi
4871,cast of rowdy rathore,12100,15,134,$0,1,23,https://www.district.in/movies/rowdy-rathore-2012-movie-tickets-MV137847
4872,bro code movie release date,9900,4,2397,$0,1,40,https://www.district.in/movies/bro-code-movie-tickets-in-rewa-MV205047
4873,borivali banjara family restaurant and party hall,12100,22,63,$0.12,8,22,https://www.district.in/dining/mumbai/banjara-dhaba-borivali-west
4874,book ticket,14800,5,694,$0.15,39,70,https://www.district.in/movies/
4875,kerala hotel trivandrum,27100,9,694,$0.34,98,51,https://www.district.in/dining/trivandrum/kerala-hotel-kulathoor
4876,inox star mall,18100,2,2397,$0,1,22,https://www.district.in/movies/inox-star-mall-madhyamgram-kolkata-in-kolkata-CD1020732
4877,inox metro junction mall kalyan,12100,2,2397,$0.15,2,19,https://www.district.in/movies/inox-metro-junction-mall-netivali-village-kalyan-in-greater-mumbai-CD1029567
4878,how to your dragon movie,12100,9,378,$0,1,50,https://www.district.in/movies/how-to-train-your-dragon-movie-tickets-in-thane-MV183911
4879,house of mg ahmedabad,14800,28,30,$0.18,40,22,https://www.district.in/dining/ahmedabad/agashiye-the-house-of-mg-lal-darwaja
4880,hotel kass,14800,28,31,$0.17,8,25,https://www.district.in/dining/hyderabad/hotel-kass-kompally
4881,have more new delhi,14800,10,378,$0.10,2,23,https://www.district.in/dining/ncr/havemore-saket-new-delhi
4882,garam masala airoli,9900,7,975,$0,5,17,https://www.district.in/dining/mumbai/garam-masala-airoli-navi-mumbai
4883,mobile telugu movies download,14800,14,87,$0.01,1,24,https://www.district.in/movies/a-film-by-giri-movie-tickets-MV221111
4884,masaledaar desi rasoi vadapalani,8100,29,34,$0.06,1,19,https://www.district.in/dining/chennai/masaledaar-desi-rasoi-egmore
4885,lulu mall pvr,12100,8,694,$0.05,3,19,https://www.district.in/movies/pvr-superplex-lulu-lulu-mall-lucknow-in-lucknow-CD1024415
4886,love today movies,14800,32,31,$0,1,50,https://www.district.in/movies/anantapur-movie-tickets
4887,lexington towers,12100,18,75,$0.37,7,24,https://www.district.in/play/indiqube-lexington-tower-sg-palya-bengaluru-slots-booking
4888,latest tamil movie release,14800,7,694,$0,1,57,https://www.district.in/movies/tamil-movies-tickets-in-chennai
4889,krishna das,14800,16,222,$0.50,1,62,https://www.district.in/events/krishna-das/artist
4890,karthikeyan cinema,14800,7,378,$0.40,1,22,https://www.district.in/movies/karthikeyan-theatre-near-km-photo-solutions-kaveripattinam-in-karimangalam-CD1033352
4891,kadri cafe,12100,11,378,$0.75,3,29,https://www.district.in/dining/mangalore/kadri-cafe-1-kadri
4892,k r bakers,12100,18,111,$0.15,1,22,https://www.district.in/dining/kochi/k-r-restaurant-bakes-aluva
4893,mps movies,12100,2,2397,$0.61,1,23,https://www.district.in/movies/mps-cinemas-karuvampalayam-tirupur-in-palladam-CD659
4894,mps movie,9900,8,291,$0,1,22,https://www.district.in/movies/mps-cinemas-karuvampalayam-tirupur-in-palladam-CD659
4895,movie ticket in india,18100,2,2397,$0.27,1,67,https://www.district.in/movies/
4896,movie release calendar,14800,4,975,$3.18,1,89,https://www.district.in/movies/upcoming-hindi-movies
4897,backyard cafe,14800,8,694,$0.12,3,27,https://www.district.in/dining/hyderabad/backyard-cafe-sainikpuri-secunderabad
4898,antera kitchen and bar indiranagar,12100,9,975,$0.39,6,21,https://www.district.in/dining/bangalore/antera-kitchen-and-bar-indiranagar-bangalore
4899,animal cast,14800,8,378,$0,1,22,https://www.district.in/movies/animal-2023-movie-tickets-MV142563
4900,anand sweets sarjapur,12100,6,694,$0.19,8,19,https://www.district.in/dining/bangalore/anand-sweets-and-savouries-sarjapur-road-bangalore
4901,amusement park in delhi and ncr,14800,5,2397,$0.05,8,24,https://www.district.in/activities/theme-parks-in-delhi-ncr/
