No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
3274,ibis hotel in coimbatore,22200,35,46,$0.42,38,22,https://www.swiggy.com/restaurants/spice-it-ibis-hotel-puliakulam-coimbatore-865297/dineout
3275,maheshwari chaat,18100,7,3596,$0.18,6,22,https://www.swiggy.com/city/hyderabad/maheshwari-chaat-sanath-nagar-rest80780
3276,dunkin donuts,22200,18,130,$0.08,1,24,https://www.swiggy.com/city/delhi/dunkin-donuts
3277,domino's pizza price,22200,10,437,$0.12,1,20,https://www.swiggy.com/city/delhi/dominos-pizza-connaught-circus-connaught-place-rest24207
3278,dishes of punjab,18100,85,46,$0.03,1,37,https://blog.swiggy.com/food/must-try-punjabi-dishes/
3279,dining in pune,22200,6,3596,$0.05,12,26,https://www.swiggy.com/city/pune
3280,courtyard by marriott navi mumbai,9900,27,46,$0.48,25,15,https://www.swiggy.com/restaurants/courtyard-pavilion-courtyard-by-marriott-nerul-mumbai-665744/dineout
3281,copper chimney,22200,15,437,$0.02,3,25,https://www.swiggy.com/city/mumbai/copper-chimney
3282,coffee shops in surat,22200,20,166,$0.05,3,24,https://www.swiggy.com/city/surat/cafe-cuisine-restaurants
3283,coffee shop hyderabad,22200,6,2160,$0.04,6,24,https://www.swiggy.com/city/hyderabad/coffee-house-cuisine-restaurants
3284,china 36,22200,13,437,$0,1,42,https://www.swiggy.com/city/kolkata/the-36-china-town-restaurant-jessore-road-madhyamgram-rest945579
3285,chhappan bhog,22200,11,568,$0,2,25,https://www.swiggy.com/city/lucknow/chhappan-bhog-sadar-bazaar-rest70646
3286,chaitanya food court kukatpally,14800,5,2160,$0.19,3,19,https://www.swiggy.com/city/hyderabad/chaitanya-food-court-kukatpally-rest1691
3287,cafe surat,22200,11,568,$1.29,3,25,https://www.swiggy.com/city/surat/cafe-cuisine-restaurants
3288,bombay canteen,22200,17,166,$0.20,2,25,https://www.swiggy.com/restaurants/the-bombay-canteen-lower-parel-mumbai-26095/dineout
3289,bastian beach club,18100,8,1462,$0.19,2,19,https://www.swiggy.com/restaurants/bastian-beach-club-juhu-mumbai-1335799/dineout
3290,amul protein buttermilk,27100,14,202,$0.28,15,26,https://www.swiggy.com/stores/instamart/p/amul-buttermilk-RYDWBAN2YN?storeId=1062023
3291,work from home jobs chennai,27100,31,46,$0.09,1,13,https://careers.swiggy.com/
3292,viagra tablet 50 mg price,0,18,113,$0,1,4,https://www.swiggy.com/instamart/p/viagra-sildenafil-50mg-strip-of-2-tablets-1ADGI1JLZB
3293,top rated chinese restaurant near me,22200,7,2160,$0.04,7,29,https://www.swiggy.com/city/hyderabad/chinese-cuisine-restaurants
3294,yuhi,14800,32,38,$0.13,8,27,https://www.swiggy.com/city/mumbai/yuhi-lounge-hiranandani-gardens-powai-rest901717
3295,essex farms banquets,18100,80,38,$0.14,5,20,https://www.swiggy.com/city/delhi/essex-farms-landmark-restaurants-dineout
3296,email id of hdfc customer care,18100,55,38,$0,1,38,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
3297,elephant and co baner,12100,6,848,$0.21,8,22,https://www.swiggy.com/city/pune/elephant-and-co-baner-rest78435
3298,egg white,18100,55,38,$0.17,20,30,https://www.swiggy.com/instamart/p/pure-liquid-egg-whites-90F1RFOIA7
3299,death chocolate,18100,17,164,$0.53,2,37,https://www.swiggy.com/city/mumbai/death-by-chocolate-the-cake-shop-chandivali-powai-rest115013
3300,cuisine of north india,18100,77,38,$0.08,1,33,https://blog.swiggy.com/food/famous-north-indian-cuisine-dishes/
3301,coke zero zero,14800,21,92,$0.01,70,33,https://www.swiggy.com/instamart/p/coke-zero-pet-8-mp-HW97TLHSN1
3302,coke zero,12100,17,135,$0.02,86,27,https://www.swiggy.com/instamart/city/bangalore/b/coke-zero
3303,cecilia's pizzeria,9900,8,1192,$0.28,7,21,https://www.swiggy.com/city/delhi/cecilias-pizzeria-kailash-colony-greater-kailash-2-rest1082809
3304,evergreen sweets green park delhi,18100,7,1761,$0.10,4,22,https://www.swiggy.com/city/delhi/evergreen-sweet-house-green-park-rest17264
3305,pin code for jamnagar,18100,76,38,$0,1,16,https://www.swiggy.com/instamart
3306,ownership of zomato,18100,67,38,$0,1,35,https://www.swiggy.com/terms-and-conditions
3307,old street cafe & bar,12100,14,271,$0.25,8,34,https://www.swiggy.com/city/mumbai/old-street-cafe-and-bar-bandra-west-rest617803
3308,northern india food,18100,31,38,$0.03,1,57,https://www.swiggy.com/city/mumbai/north-indian-cuisine-restaurants
3309,nearby hotel for food,18100,6,2932,$0.08,9,32,https://www.swiggy.com/restaurants-near-me
3310,nav chaitanya,18100,15,204,$0,3,24,https://www.swiggy.com/city/mumbai/nav-chaitanya-versova-rest179666
3311,mumbai street food vada pav,18100,20,106,$0.07,1,35,https://blog.swiggy.com/food/history-of-vada-pav/
3312,multi cuisine restaurant near me,18100,6,1761,$0.22,12,14,https://www.swiggy.com/city/faridabad/multi-cuisine-cuisine-restaurants
3313,mr bhatura,18100,8,1761,$0.09,4,22,https://www.swiggy.com/city/noida-1/mr-bhatura-sector-72-sector-122-rest454004
3314,milky mist paneer,12100,6,1192,$0.02,33,15,https://www.swiggy.com/instamart/p/milky-mist-paneer-UYVXDKB0SY
3315,street arabiya,18100,10,611,$0.13,3,19,https://www.swiggy.com/city/coimbatore/street-arabiya-sai-baba-colony-saibaba-colony-rest237929
3316,ribbons and balloons,18100,7,1192,$0.18,12,22,https://www.swiggy.com/city/mumbai/ribbons-and-balloons
3317,restaurants near me with carry out,18100,6,2932,$0.07,8,32,https://www.swiggy.com/order-online-near-me
3318,restaurants in udaipur india,18100,8,1192,$0.06,20,22,https://www.swiggy.com/city/udaipur/lake-view-restaurants-dineout
3319,restaurants gurgaon,18100,5,2932,$0.21,11,27,https://www.swiggy.com/city/gurgaon
3320,pune f c road,18100,22,77,$0.07,1,21,https://www.swiggy.com/restaurants/fc-road-social-shivaji-nagar-pune-837195/dineout
3321,pomegranate fruit juice,18100,23,77,$0.02,26,45,https://www.swiggy.com/instamart/p/raw-pressery-pomegranate-juice-pomegranate-fruit-juice-no-added-sugar-not-from-concentrate-VZQF8GFAPF
3322,trimurti nagar,14800,12,356,$0.13,4,19,https://www.swiggy.com/city/nagpur/best-restaurants-in-trimurti-nagar
3323,taj restaurant,14800,8,848,$0.22,2,23,https://www.swiggy.com/city/pune/hotel-taj
3324,swiggy order cancel,9900,2,5502,$0,1,24,https://www.swiggy.com/refund-policy
3325,swiggy login,18100,1,5502,$0.18,1,24,https://www.swiggy.com/
3326,honey and cake,18100,34,38,$0.22,1,30,https://www.swiggy.com/city/kannur/honey-special-cake-and-cafe-pilakool-thalassery-rest625980
3327,hair removal spray for men,18100,41,38,$0.09,100,41,https://www.swiggy.com/instamart/p/the-man-company-intimo-hair-removal-cream-spray-with-aloevera-glycerin-for-men-women-AZZZMJOT96
3328,gurgaon job vacancy,22200,63,38,$0.06,28,28,https://careers.swiggy.com/
3329,foods of gujarat,18100,34,38,$0.01,1,32,https://blog.swiggy.com/food/must-try-gujarati-dishes/
3330,food of maharashtra state,18100,48,38,$0.02,1,19,https://blog.swiggy.com/food/savouring-the-essence-of-maharashtra-traditional-food-delights/
3331,fast food restaurants,22200,8,1761,$0.47,1,20,https://www.swiggy.com/city/varanasi/fast-food-cuisine-restaurants
3332,instagram log in web,18100,12,164,$0,1,51,https://www.swiggy.com/instamart
3333,indian republic canteen,18100,8,1192,$0.20,6,27,https://www.swiggy.com/restaurants/indian-republic-canteen-connaught-place-delhi-878336/dineout
3334,hyd chefs,18100,6,1761,$0.06,3,21,https://www.swiggy.com/city/hyderabad/hyderabad-chefs-3rd-phase-kukatpally-rest1672
3335,hotel priya,18100,9,611,$0.11,3,24,https://www.swiggy.com/city/bhubaneswar/hotel-priya-kharvela-nagar-unit-4-rest220445
3336,hotel polo towers shillong,18100,23,48,$0.11,37,22,https://www.swiggy.com/city/shillong/hotel-polo-towers-polo-rest141890
3337,hotel om tower,22200,30,38,$0.10,13,23,https://www.swiggy.com/restaurants/revolving-restaurant-mirza-ismail-road-jaipur-1139699/dineout
3338,benne juhu,12100,13,271,$0.29,1,26,https://www.swiggy.com/city/mumbai/ten-one-juhu-rest66057
3339,amman mess coimbatore,12100,6,2932,$0.05,2,22,https://www.swiggy.com/city/coimbatore/sri-amman-mess-peelamedu-rest305654
3340,air tag,18100,49,38,$0.03,96,30,https://www.swiggy.com/instamart/p/apple-airtag-1-pack-5UDTWVY3Y8
3341,1559 ad udaipur,18100,9,848,$0.09,3,21,https://www.swiggy.com/restaurants/1559-ad-nr-fateh-sagar-city-center-udaipur-646920/dineout
3342,chilli paneer recipe,18100,17,106,$0.01,1,18,https://www.swiggy.com/instamart/recipe/chilli-paneer
3343,casa bella vista,12100,15,164,$0.40,3,31,https://www.swiggy.com/restaurants/casa-bella-vista-sector-5-panchkula-chandigarh-1072908/dineout
3344,carry out restaurants near me,18100,6,2932,$0.07,7,28,https://www.swiggy.com/order-online-near-me
3345,cafe udupi ruchi,18100,6,1192,$0,2,19,https://www.swiggy.com/city/bangalore/cafe-udupi-ruchi-jayanagar-rest1222446
3346,cafe in garden,18100,14,356,$0.06,2,43,https://www.swiggy.com/restaurants/garden-cafe-sarabha-nagar-ludhiana-842634/dineout
3347,bombay vada pav,14800,25,59,$0,3,18,https://www.swiggy.com/city/mumbai/vada-pav-dish-restaurants
3348,bombay brasserie,22200,10,611,$0.31,3,25,https://www.swiggy.com/city/bangalore/bombay-brasserie
3349,women's black tees,18100,38,38,$0.02,100,23,https://www.swiggy.com/instamart/p/boldfit-black-women-t-shirt-relaxed-fit-solid-9AKBXZZNBG
3350,marriott chakan,14800,39,38,$0.47,12,26,https://www.swiggy.com/restaurants/courtyard-by-marriott-civil-lines-civil-lines-287550/dineout
3351,kappa stories,3600,4,1761,$0.09,1,25,https://www.swiggy.com/city/thiruvananthapuram/kappa-stories-mudavanmugal-road-poojappura-rest417068
3352,vijay cross road,18100,22,48,$0.14,5,19,https://www.swiggy.com/city/ahmedabad/ajays-cafe-vijay-cross-road-navrangpura-rest962710
3353,vicks babyrub,18100,15,164,$0.05,75,46,https://www.swiggy.com/instamart/p/vicks-babyrub-lavender-rosemary-KXQJ2WBQ3P
3354,true black speciality coffee jubilee hills,18100,16,204,$0.47,5,19,https://www.swiggy.com/city/hyderabad/true-black-speciality-coffee-jubilee-hills-rest715013
3355,maggi near me,14800,4,5502,$0.41,2,18,https://www.swiggy.com/maggi-dish-restaurants-near-me
3356,lakme peach milk cream,18100,30,38,$0.08,100,41,https://www.swiggy.com/instamart/p/lakme-peach-milk-moisturizer-1LG51WC9OH
3357,kwality walls ice cream,18100,13,271,$0.13,15,15,https://www.swiggy.com/city/mumbai/kwality-walls-ice-cream-and-more-plaza-a-powai-rest229808
3358,koi and co,18100,6,1761,$0.03,1,21,https://www.swiggy.com/restaurants/koi-and-co-sainikpuri-hyderabad-914270/dineout
3359,kipling cafe in chennai,22200,10,463,$0.05,1,23,https://www.swiggy.com/restaurants/kipling-cafe-east-coast-road-chennai-253425/dineout
3360,jamun goa,18100,16,204,$0,4,25,https://www.swiggy.com/restaurants/jamun-assagao-central-goa-660123/dineout
3361,infantry road bangalore,18100,28,38,$0.19,5,21,https://www.swiggy.com/city/bangalore/infantry-road-restaurants
3362,mehfil takeaway,8100,7,1761,$0.15,3,19,https://www.swiggy.com/city/hyderabad/mehfil-takeaway-moosapet-madhapur-rest910043
3363,mathura pin,18100,62,38,$0,1,20,https://www.swiggy.com/instamart
3364,matcha powder,18100,39,38,$0.14,96,28,https://www.swiggy.com/instamart/p/vahdam-pure-japanese-matcha-green-tea-powder-C02UVSXO5A
3365,recipe shahi paneer,18100,21,77,$0.01,1,42,https://www.swiggy.com/instamart/recipe/shahi-paneer
3366,project hum,18100,13,356,$0.24,3,23,https://www.swiggy.com/city/mumbai/project-hum-andheri-west-rest1248864
3367,pritam da dhaba dadar east,18100,4,2932,$0.53,3,19,https://www.swiggy.com/city/mumbai/pritam-da-dhaba-dadar-east-rest181884
3368,pregnancy test kit price,18100,30,38,$0.08,36,21,https://www.swiggy.com/instamart/p/prega-news-test-kit-one-step-urine-hcg-pregnancy-test-kit-device-99-accurate-results-in-5-mins-india-s-no-1-pregnancy-kit-R4O8BD60HN
3369,pratap the dhaba,12100,15,271,$0.26,8,22,https://www.swiggy.com/city/mumbai/pratap-the-dhaba-oshiwara-rest83101
3370,pincode of mathura uttar pradesh,18100,76,38,$0,1,19,https://www.swiggy.com/instamart
3371,patanjali face cleanser,18100,21,59,$0.01,99,17,https://www.swiggy.com/instamart/p/patanjali-saundarya-face-wash-V2X5A03AAB
3372,part time jobs hyderabad,22200,32,38,$0.08,1,11,https://careers.swiggy.com/
3373,paneer 65,22200,10,463,$0,1,24,https://www.swiggy.com/instamart/recipe/paneer-65
3374,oppo earbuds,22200,29,38,$0.01,94,53,https://www.swiggy.com/instamart/p/oppo-enco-buds-2-truly-wireless-earbuds-with-mic-28-hours-playtime-bluetooth-v5-3-black-KD62DL4QM7
3375,oil navratna,18100,11,463,$0.01,76,17,https://www.swiggy.com/instamart/p/navratna-cool-ayurvedic-oil-YXY01IGIXS
3376,seasons restaurant electronic city,18100,3,1761,$0,11,14,https://www.swiggy.com/city/bangalore/seasons-electronic-city-rest28131
3377,sanjay place agra,18100,11,463,$0.14,5,19,https://www.swiggy.com/city/agra/best-restaurants-in-sanjay-place
3378,rg royal hotel bangalore,12100,25,41,$0.22,11,19,https://www.swiggy.com/city/bangalore/rg-royal-hotel-mahalakshmi-layout-yeshwanthpur-rest841064
3379,restaurants or fast food,18100,7,1761,$0.05,2,22,https://www.swiggy.com/city/delhi/fast-food-cuisine-restaurants
3380,restaurants near me veg,14800,4,5502,$0.25,15,14,https://www.swiggy.com/veg-restaurants-near-me
3381,restaurant near me take out,18100,6,2932,$0.07,8,26,https://www.swiggy.com/restaurants-near-me
3382,restaurant for takeout near me,18100,7,1761,$0.07,7,33,https://www.swiggy.com/city/hyderabad/secunderabad-order-online
3383,himalaya aloe vera gel,14800,21,92,$0.10,98,39,https://www.swiggy.com/instamart/p/himalaya-moisturizing-aloe-vera-face-gel-V7XDGF7LN1
3384,half fried,18100,11,463,$0.04,2,23,https://www.swiggy.com/restaurants/half-fried-lado-sarai-delhi-736805/dineout
3385,guwahati cafe,14800,10,848,$0,1,23,https://www.swiggy.com/city/guwahati/cafe-cuisine-restaurants
3386,grand mercure surya palace vadodara,18100,26,38,$0.35,19,41,https://www.swiggy.com/city/vadodara/grand-mercure-vadodara-surya-palace-sayajiganj-rest331917
3387,gift for valentine's day,18100,24,48,$0.08,89,49,https://blog.swiggy.com/instamart/valentines-day-gifts/
3388,foods of north india,18100,31,38,$0.03,1,49,https://blog.swiggy.com/food/north-indian-street-food-dishes/
3389,fine dining near me,14800,4,2932,$0.20,14,14,https://www.swiggy.com/fine-dining-restaurants-dineout-near-me
3390,fast food restaurant food,18100,7,1761,$0.05,2,22,https://www.swiggy.com/city/lucknow/fast-food-dish-restaurants
3391,fast food or restaurants,18100,7,1761,$0.05,2,24,https://www.swiggy.com/city/delhi/fast-food-cuisine-restaurants
3392,ice cream no sugar,18100,34,38,$0.02,96,22,https://blog.swiggy.com/food/no-added-sugar-ice-cream-guide/
3393,house of boho,12100,15,271,$0,2,17,https://www.swiggy.com/restaurants/house-of-boho-andrews-ganj-delhi-661592/dineout
3394,block 16 restaurant,18100,24,43,$0.16,3,52,https://www.swiggy.com/city/delhi/sector-16-restaurants
3395,bkc dive mumbai,18100,7,1192,$0.22,2,23,https://www.swiggy.com/restaurants/bkc-dive-bandra-kurla-complex-mumbai-31308/dineout
3396,best hdfc bank credit card,18100,47,38,$0.36,13,21,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
3397,bangalore canteen jm road,14800,21,77,$0.21,3,31,https://www.swiggy.com/city/pune/bangalore-canteen-sinhgad-road-rest1003873
3398,aqi meaning,74000,48,38,$0,1,40,https://blog.swiggy.com/instamart/what-is-aqi/
3399,amazon fire tv stick,12100,31,38,$0.09,90,36,https://www.swiggy.com/instamart/p/amazon-fire-tv-stick-with-alexa-voice-remote-includes-tv-and-app-controls-hd-streaming-device-P9Y9GU5I2D
3400,cafe near me within 400m,18100,7,1192,$0.17,26,18,https://www.swiggy.com/city/delhi/best-restaurants
3401,venu biriyani dindigul,27100,11,611,$0,1,22,https://www.swiggy.com/city/tirupur/dindigul-venu-biriyani-avinashi-road-goalghar-rest555862
3402,unwanted 72 tablet,14800,39,38,$0.18,26,25,https://www.swiggy.com/instamart/p/unwanted-72-emergency-contraception-pill-levonorgestrel-KOIOQ79TA9
3403,the gt road restaurant,18100,14,271,$0.21,3,22,https://www.swiggy.com/restaurants/the-g-t-road-connaught-place-faridabad-314870/dineout
3404,the buck stops here,18100,8,848,$0,2,11,https://www.swiggy.com/city/gurgaon/the-buck-stops-here-dlf-cyber-city-rest236523
3405,thai food delivery,12100,5,2932,$0.33,1,47,https://www.swiggy.com/thai-cuisine-order-online-near-me
3406,take out restaurants near me,18100,4,5502,$0.07,8,23,https://www.swiggy.com/order-online-near-me
3407,swiggy order cancellation,9900,2,5502,$0,1,27,https://www.swiggy.com/refund-policy
3408,swiggy address,18100,2,5502,$0,1,33,https://www.swiggy.com/corporate/
3409,sugar free ice cream,14800,51,38,$0.17,95,38,https://www.swiggy.com/city/bangalore/go-zero-guilt-free-ice-creams
3410,whole truth protein powder,12100,23,59,$0.26,100,14,https://www.swiggy.com/instamart/p/the-whole-truth-whey-protein-light-cocoa-24g-protein-scoop-TMC4LSOHFX
3411,empire restaurant indiranagar,18100,2,2932,$0.26,10,20,https://www.swiggy.com/city/bangalore/hotel-empire-indiranagar-rest427
3412,deli,18100,10,356,$0.26,1,36,https://www.swiggy.com/city/kochi/i-deli-cafe-kaloor-rest831935
3413,delay spray for man,18100,24,48,$0.10,100,24,https://www.swiggy.com/instamart/p/durex-elevate-climax-delay-spray-for-men-with-dual-active-formula-MF20Z3JLS4
3414,date bites,9900,18,106,$0.24,100,31,https://www.swiggy.com/instamart/p/farmley-classic-delight-date-bites-dry-fruit-burfi-no-added-sugar-mithai-box-ODX2DXXS7W
3415,dairy milk oreo,14800,9,848,$0.10,97,47,https://www.swiggy.com/stores/instamart/item/2RQCFOAQ75
3416,coffee since 1999,14800,6,1761,$0,8,20,https://www.swiggy.com/city/chennai/coffee-since-1999-thousand-lights-rest368887
3417,chocolate laboratory chennai,14800,7,1761,$0.17,4,21,https://www.swiggy.com/city/chennai/sandys-chocolate-laboratory-nungambakkam-rest9058
3418,cha bar,14800,10,463,$0,7,25,https://www.swiggy.com/city/delhi/cha-bar-connaught-place-rest9858
3419,capital social,18100,5,1761,$0.02,1,20,https://www.swiggy.com/restaurants/capital-social-bandra-east-mumbai-842647/dineout
3420,woman black t shirt,14800,41,38,$0.02,100,23,https://www.swiggy.com/instamart/p/boldfit-black-women-t-shirt-relaxed-fit-solid-9AKBXZZNBG
3421,vada pav of mumbai,18100,16,356,$0.07,1,24,https://www.swiggy.com/city/mumbai/vada-pav-dish-restaurants
3422,tyre inflator,18100,45,38,$0.02,99,53,https://www.swiggy.com/instamart/p/gomechanic-digital-tyre-inflator-for-car-150-psi-12v-dc-portable-air-pump-gusto-t10-56Q6L2N7PW
3423,the fisherman's wharf hyderabad,12100,14,204,$0.18,5,18,https://www.swiggy.com/city/hyderabad/the-fishermans-wharf-gachibowli-rest309469
3424,thar the taste of rajasthan,18100,11,463,$0.18,4,19,https://www.swiggy.com/restaurants/414271/dineout/photos
3425,thai food for delivery,18100,6,2932,$0.01,1,22,https://www.swiggy.com/thai-cuisine-order-online-near-me
3426,suga n spice,18100,14,204,$0.04,1,23,https://www.swiggy.com/city/surat/sugar-n-spice
3427,smash guys burger kitchen indiranagar,22200,6,1192,$0.15,6,20,https://www.swiggy.com/city/bangalore/smash-guys-burger-kitchen-krishana-reddy-layout-indiranagar-rest1034108
3428,delivery thai food,12100,6,2932,$0.33,1,42,https://www.swiggy.com/thai-cuisine-order-online-near-me
3429,darjeeling glenary,18100,22,92,$0,1,23,https://www.swiggy.com/city/darjeeling/glenarys-restaurant-and-bar-limbugaon-rest1314511
3430,coffee sangam,9900,6,1761,$0.14,5,30,https://www.swiggy.com/restaurants/coffee-sangam-jubilee-hills-hyderabad-1320379/dineout
3431,chairman's resto bar,18100,13,271,$0.15,3,22,https://www.swiggy.com/restaurants/odyssey-chairmans-resort-saharkar-nagar-sahakar-nagar-16368/dineout
3432,calicut cafeteria,18100,7,1192,$0,3,24,https://www.swiggy.com/city/kozhikode/calicut-cafeteria-beach-road-rest1026774
3433,cake and honey,18100,25,77,$0.22,1,57,https://www.swiggy.com/city/bangalore/honey-special-cake-6th-sector-hsr-layout-rest519136
3434,mexican food delivery,2900,3,2932,$0.35,1,49,https://www.swiggy.com/mexican-cuisine-order-online-near-me
3435,matteo coffea,18100,11,463,$0.20,5,21,https://www.swiggy.com/restaurants/25730/dineout/menu
3436,make gajar halwa,18100,58,38,$0.01,1,31,https://www.swiggy.com/order-online-near-me
3437,loreal absolut repair shampoo,18100,26,41,$0.09,100,21,https://www.swiggy.com/instamart/p/l-or-al-professionnel-absolut-repair-shampoo-for-dry-and-damaged-hair-with-wheat-protein-R85X6NKWFY
3438,jobs in nagpur maharashtra,18100,58,38,$0.05,24,23,https://careers.swiggy.com/
3439,raj spanish cafe,12100,14,271,$0.08,3,25,https://www.swiggy.com/city/kolkata/rajs-spanish-cafe-new-market-rest8596
3440,r r nagar gopalan mall,18100,17,77,$0.18,3,21,https://www.swiggy.com/city/bangalore/gopalan-arcade-mall-landmark-restaurants-dineout
3441,pvr udaipur,14800,14,164,$0.02,3,23,https://www.swiggy.com/city/udaipur/pvr-cafe-bhuwana-celebration-mall-rest698429
3442,prism club & kitchen,22200,15,204,$0,5,13,https://www.swiggy.com/restaurants/prism-club-and-kitchen-gachibowli-hyderabad-400919/dineout
3443,pin code vizianagaram,14800,104,38,$0,1,18,https://www.swiggy.com/instamart
3444,pin code of karnal city,18100,84,38,$0,1,21,https://www.swiggy.com/instamart
3445,pin code jhansi up,18100,63,38,$0,1,20,https://www.swiggy.com/instamart
3446,perusal hindi meaning,18100,39,38,$0,1,25,https://www.swiggy.com/terms-and-conditions
3447,murugan idli,22200,12,463,$0,1,25,https://www.swiggy.com/city/chennai/murugan-idli-shop-thyagaraya-nagar-besant-nagar-rest10540
3448,sigree restaurant in mumbai,18100,10,611,$0.21,4,23,https://www.swiggy.com/restaurants/sigree-global-grill-malad-west-mumbai-6270/dineout
3449,sanjay place in agra,18100,16,164,$0.13,4,23,https://www.swiggy.com/city/agra/best-restaurants-in-sanjay-place
3450,samudra,22200,55,38,$0,1,38,https://www.swiggy.com/restaurants/samudra-bar-and-restaurant-seshadripuram-bangalore-492991/dineout
3451,restaurants near me popular,18100,7,1761,$0.06,12,73,https://www.swiggy.com/restaurants-near-me
3452,restaurants near me for takeout,18100,5,2932,$0.07,8,29,https://www.swiggy.com/restaurants-near-me
3453,restaurants in udaipur,8100,10,848,$0.07,17,26,https://www.swiggy.com/city/udaipur/lake-view-restaurants-dineout
3454,restaurants in goa panjim,18100,7,1192,$0.07,14,20,https://www.swiggy.com/city/central-goa/panjim-restaurants/family-dining-restaurants-dineout
3455,restaurants bhubaneswar,18100,6,1761,$0.11,3,24,https://www.swiggy.com/city/bhubaneswar/fine-dining-restaurants-dineout
3456,restaurant near me veg,14800,4,5502,$0.05,12,48,https://www.swiggy.com/veg-restaurants-near-me
3457,restaurant food buffet,18100,8,1192,$0.08,3,20,https://www.swiggy.com/city/hyderabad/buffet-restaurants-dineout
3458,graphic designer job,18100,33,38,$0.06,10,22,https://careers.swiggy.com/
3459,food near me kebab,18100,6,2932,$0.03,5,23,https://www.swiggy.com/kebabs-restaurants-near-me
3460,food hub,18100,21,77,$0.06,1,21,https://www.swiggy.com/city/chennai/food-hub-restaurant-thalambur-main-road-omr-navalur-rest974521
3461,flipkart flight,22200,40,38,$0.18,38,36,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
3462,espressos anyday,8100,5,1761,$0.99,7,17,https://www.swiggy.com/city/gurgaon/espressos-anyday-dlf-phase-iv-hamilton-ct-rd-rest1041798
3463,empire restaurant hsr layout bengaluru karnataka,18100,2,2932,$0.16,5,19,https://www.swiggy.com/city/bangalore/hotel-empire-hsr-layout-rest426
3464,delhi club house,18100,9,611,$0.07,3,29,https://www.swiggy.com/restaurants/delhi/rk-puram/delhi-club-house-90578/dineout
3465,krishnan kitchen,18100,9,356,$0.13,3,21,https://www.swiggy.com/city/hyderabad/kk-krishnas-kitchen-guttalla-begumpet-madhapur-rest539531
3466,krishna kitchen,12100,14,204,$0,4,23,https://www.swiggy.com/restaurants/kk-krishnas-kitchen-madhapur-hyderabad-591458/dineout
3467,khichdi recipe,18100,25,48,$0.01,1,24,https://www.swiggy.com/instamart/recipe/dal-khichdi
3468,kazé bar & kitchen,18100,15,204,$0.26,5,23,https://www.swiggy.com/city/bangalore/kaze-lavelle-road-rest414134
3469,jobs for freshers in bangalore,22200,50,38,$0.08,46,25,https://careers.swiggy.com/
3470,japa food,18100,18,101,$0.36,1,24,https://www.swiggy.com/japanese-cuisine-order-online-near-me
3471,italian restaurant restaurant,18100,7,1761,$0.08,3,41,https://www.swiggy.com/city/hyderabad/italian-cuisine-restaurants
3472,indian food north,18100,8,1192,$0.03,1,51,https://www.swiggy.com/city/indore/north-indian-cuisine-restaurants
3473,honest restaurant avadh,12100,14,164,$0.01,1,19,https://www.swiggy.com/city/morbi/honest-avadh-hotel-morbi-town-rest1250640
3474,hi tea,18100,42,38,$0.06,1,17,https://www.swiggy.com/city/bangalore/high-tea-cafe-jp-nagar-rest1211494
3475,haldiram aloo bhujia,18100,14,271,$0.01,62,15,https://www.swiggy.com/instamart/p/haldiram-s-nagpur-aloo-bhujia-98K8KWYY1S
3476,go zero ice cream,18100,15,204,$0.02,93,21,https://www.swiggy.com/city/bangalore/go-zero-guilt-free-ice-creams
3477,big pitcher sarjapur,8100,14,271,$0.06,8,24,https://www.swiggy.com/restaurants/big-pitcher-sarjapur-road-bangalore-262080/dineout
3478,benne,9900,11,611,$0.07,1,26,https://www.swiggy.com/city/mumbai/benne-express-thane-panchpakhadi-rest1322827
3479,aubree,18100,10,1192,$0.18,73,58,https://www.swiggy.com/city/bangalore/aubree-sadashiva-nagar-sadashiv-nagar-rest28001
3480,alreem thammanam,18100,3,1761,$0.13,2,21,https://www.swiggy.com/city/kochi/hotel-al-reem-kaloor-rest1009644
3481,air pump for cycle,18100,26,59,$0.02,99,40,https://www.swiggy.com/instamart/p/lifelong-cycle-air-pump-for-bicycle-and-bike-foot-activated-black-MCLB7JGFN0
3482,seasons restaurant electronic city bangalore,18100,14,271,$0.12,6,19,https://www.swiggy.com/city/bangalore/seasons-electronic-city-rest28131
3483,restaurants in powai mumbai,18100,6,1761,$0.03,4,22,https://www.swiggy.com/city/mumbai/powai-restaurants/fine-dining-restaurants-dineout
3484,restaurants in powai,22200,7,1761,$0.35,1,20,https://www.swiggy.com/city/mumbai/powai-restaurants/fine-dining-restaurants-dineout
3485,restaurants guwahati,18100,6,1761,$0.30,5,25,https://www.swiggy.com/city/guwahati/romantic-restaurants-dineout
3486,restaurants close by my location,18100,5,2932,$0.07,20,30,https://www.swiggy.com/restaurants-near-me
3487,restaurants chandigarh india,18100,6,1761,$0.09,5,28,https://www.swiggy.com/city/chandigarh
3488,restaurants and fast food,18100,6,2932,$0.05,2,22,https://www.swiggy.com/city/delhi/fast-food-cuisine-restaurants
3489,restaurant food fast,18100,7,1761,$0.05,2,22,https://www.swiggy.com/city/lucknow/fast-food-cuisine-restaurants
